medcodeid,term,condition
9.13491E+14,Disorder of eye due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23346E+16,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23346E+16,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.27049E+16,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.16671E+14,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97244E+15,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97245E+15,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4381E+13,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4751E+13,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13511E+14,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13521E+14,Disorder of nervous system due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.44023E+15,Eating disorder co-occurrent with diabetes mellitus type 1 (disorder),Q code group Type 1 diabetes 
8.44024E+15,Eating disorder co-occurrent with diabetes mellitus type 1 (disorder),Q code group Type 1 diabetes 
8.44025E+15,Eating disorder co-occurrent with diabetes mellitus type 1 (disorder),Q code group Type 1 diabetes 
1.23312E+16,Exudative maculopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23312E+16,Exudative maculopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.2705E+16,Exudative maculopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.95499E+15,Exudative maculopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.38301E+14,Exudative maculopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.38311E+14,Exudative maculopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
292541011,Gangrene due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
292543014,Gangrene due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96108E+15,Gangrene due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96109E+15,Gangrene due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.9611E+15,Gangrene due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4331E+13,Gangrene due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4701E+13,Gangrene due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23637E+16,Gastroparesis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23637E+16,Gastroparesis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.27051E+16,Gastroparesis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.66794E+15,Gastroparesis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
2.99601E+14,Gastroparesis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
7.70805E+15,Gastroparesis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
7.48069E+15,History of diabetes mellitus type 1 (situation),Q code group Type 1 diabetes 
7.4807E+15,History of diabetes mellitus type 1 (situation),Q code group Type 1 diabetes 
7.48071E+15,History of diabetes mellitus type 1 (situation),Q code group Type 1 diabetes 
7.09525E+15,Hyperosmolality due to uncontrolled type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
292482014,Hyperosmolar coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
4.75799E+15,Hyperosmolar coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
3522045015,Hyperosmolarity due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.04034E+15,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97187E+15,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97188E+15,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97189E+15,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.9719E+15,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97191E+15,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97192E+15,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
2.86742E+15,Insulin dependent diabetes mellitus type IA (disorder),Q code group Type 1 diabetes 
2.86743E+15,Insulin dependent diabetes mellitus type IA (disorder),Q code group Type 1 diabetes 
2.94987E+15,Insulin dependent diabetes mellitus type IB (disorder),Q code group Type 1 diabetes 
2.94988E+15,Insulin dependent diabetes mellitus type IB (disorder),Q code group Type 1 diabetes 
2.94989E+15,Insulin dependent diabetes mellitus type IB (disorder),Q code group Type 1 diabetes 
6.16641E+14,Ketoacidosis due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.95108E+15,Ketoacidosis due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.95109E+15,Ketoacidosis due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.28501E+14,Ketoacidosis due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.28511E+14,Ketoacidosis due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.16651E+14,Ketoacidotic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96556E+15,Ketoacidotic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96557E+15,Ketoacidotic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.28521E+14,Ketoacidotic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.28531E+14,Ketoacidotic coma due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
2674067015,Latent autoimmune diabetes mellitus in adult (disorder),Q code group Type 1 diabetes 
7.06553E+15,Latent autoimmune diabetes mellitus in adult (disorder),Q code group Type 1 diabetes 
1.23328E+16,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23328E+16,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.27024E+16,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96275E+15,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4351E+13,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4721E+13,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13781E+14,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13791E+14,Mononeuropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.98615E+15,Multiple complications due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4361E+13,Multiple complications due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4731E+13,Multiple complications due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13541E+14,Multiple complications due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13551E+14,Multiple complications due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
459295013,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
459296014,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.02244E+15,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.02246E+15,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.02247E+15,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4391E+13,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4761E+13,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
7.60984E+15,Neuropathy due to unstable diabetes mellitus type 1 (disorder),Q code group Type 1 diabetes 
7.60985E+15,Neuropathy due to unstable diabetes mellitus type 1 (disorder),Q code group Type 1 diabetes 
8.01449E+15,Peripheral angiopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4411E+13,Peripheral angiopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4781E+13,Peripheral angiopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13931E+14,Peripheral angiopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13941E+14,Peripheral angiopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.16591E+14,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97062E+15,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97063E+15,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96952E+15,Persistent microalbuminuria due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96953E+15,Persistent microalbuminuria due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.9555E+15,Persistent proteinuria due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.28461E+14,Persistent proteinuria due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.28471E+14,Persistent proteinuria due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23637E+16,Polyneuropathy co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
7.70809E+15,Polyneuropathy co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4421E+13,Polyneuropathy co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4791E+13,Polyneuropathy co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13811E+14,Polyneuropathy co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13821E+14,Polyneuropathy co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.16661E+14,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.97999E+15,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.98E+15,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4371E+13,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4431E+13,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4741E+13,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4801E+13,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13451E+14,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13461E+14,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13841E+14,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13851E+14,Renal disorder due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23323E+16,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23323E+16,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.2705E+16,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96043E+15,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
6.96044E+15,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4441E+13,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.4811E+13,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13661E+14,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
9.13671E+14,Retinopathy due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23707E+16,Rubeosis iridis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1.23707E+16,Rubeosis iridis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
8.02477E+15,Rubeosis iridis co-occurrent and due to type 1 diabetes mellitus (disorder),Q code group Type 1 diabetes 
1780311019,Type 1 diabetes mellitus with persistent microalbuminuria (disorder),Q code group Type 1 diabetes 
9.28491E+14,Type 1 diabetes mellitus with persistent microalbuminuria (disorder),Q code group Type 1 diabetes 
2.28801E+15,Type I diabetes mellitus in remission (disorder),Q code group Type 1 diabetes 
2.28804E+15,Type I diabetes mellitus in remission (disorder),Q code group Type 1 diabetes 
292551012,Type I diabetes mellitus maturity onset (disorder),Q code group Type 1 diabetes 
292553010,Type I diabetes mellitus maturity onset (disorder),Q code group Type 1 diabetes 
4.75812E+15,Type I diabetes mellitus maturity onset (disorder),Q code group Type 1 diabetes 
8.4301E+13,Type I diabetes mellitus maturity onset (disorder),Q code group Type 1 diabetes 
8.4671E+13,Type I diabetes mellitus maturity onset (disorder),Q code group Type 1 diabetes 
292548017,Type I diabetes mellitus uncontrolled (finding),Q code group Type 1 diabetes 
292550013,Type I diabetes mellitus uncontrolled (finding),Q code group Type 1 diabetes 
7.28761E+15,Type I diabetes mellitus uncontrolled (finding),Q code group Type 1 diabetes 
7.28762E+15,Type I diabetes mellitus uncontrolled (finding),Q code group Type 1 diabetes 
8.4291E+13,Type I diabetes mellitus uncontrolled (finding),Q code group Type 1 diabetes 
8.4661E+13,Type I diabetes mellitus uncontrolled (finding),Q code group Type 1 diabetes 
7.28764E+15,Type I diabetes mellitus well controlled (finding),Q code group Type 1 diabetes 
7.28765E+15,Type I diabetes mellitus well controlled (finding),Q code group Type 1 diabetes 
1.24508E+16,Type I diabetes mellitus with gangrene (disorder),Q code group Type 1 diabetes 
1.24896E+16,Type I diabetes mellitus with gangrene (disorder),Q code group Type 1 diabetes 
4.75808E+15,Type I diabetes mellitus with gangrene (disorder),Q code group Type 1 diabetes 
459161015,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
459163017,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
6.05004E+15,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
6.05006E+15,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
6.05007E+15,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
6.05008E+15,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
8.4341E+13,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
8.4711E+13,Type I diabetes mellitus with hypoglycemic coma (disorder),Q code group Type 1 diabetes 
292538019,Type I diabetes mellitus with ulcer (disorder),Q code group Type 1 diabetes 
292540012,Type I diabetes mellitus with ulcer (disorder),Q code group Type 1 diabetes 
4.75806E+15,Type I diabetes mellitus with ulcer (disorder),Q code group Type 1 diabetes 
8.4451E+13,Type I diabetes mellitus with ulcer (disorder),Q code group Type 1 diabetes 
8.4821E+13,Type I diabetes mellitus with ulcer (disorder),Q code group Type 1 diabetes 
457325013,Type I diabetes mellitus without complication (disorder),Q code group Type 1 diabetes 
457326014,Type I diabetes mellitus without complication (disorder),Q code group Type 1 diabetes 
6.03E+15,Type I diabetes mellitus without complication (disorder),Q code group Type 1 diabetes 
6.16621E+14,Type I diabetes mellitus without complication (disorder),Q code group Type 1 diabetes 
8.4461E+13,Type I diabetes mellitus without complication (disorder),Q code group Type 1 diabetes 
8.4831E+13,Type I diabetes mellitus without complication (disorder),Q code group Type 1 diabetes 
