prodcodeid,termfromemis,productname,drugsubstancename,bnfchapter,dmdid
1.13534E+15,Propranolol 80mg tablets,Propranolol 80mg tablets,Propranolol hydrochloride,2040000,318354003
1.36714E+15,Sotalol 160mg tablets,Sotalol 160mg tablets,Sotalol hydrochloride,2040000,318528007
1.36724E+15,Sotalol 200mg tablets,Sotalol 200mg tablets,Sotalol hydrochloride,2040000,318527002
1.36744E+15,Sotalol 40mg tablets,Sotalol 40mg tablets,Sotalol hydrochloride,2040000,318525005
1.36754E+15,Sotalol 80mg tablets,Sotalol 80mg tablets,Sotalol hydrochloride,2040000,318526006
1.44454E+15,Timolol 10mg tablets,Timolol 10mg tablets,Timolol maleate,2040000,318534000
1.58124E+15,Carvedilol 3.125mg tablets,Carvedilol 3.125mg tablets,Carvedilol,2040000,318633000
1.58134E+15,Carvedilol 6.25mg tablets,Carvedilol 6.25mg tablets,Carvedilol,2040000,318635007
1.75024E+15,Propranolol 40mg/5ml oral solution,Propranolol 40mg/5ml oral solution,Propranolol hydrochloride,2040000,8.67271E+15
1.79604E+15,Nebivolol 5mg tablets,Nebivolol 5mg tablets,Nebivolol hydrochloride,2040000,3.97012E+16
1.95164E+15,Bisoprolol 1.25mg tablets,Bisoprolol 1.25mg tablets,Bisoprolol fumarate,2040000,318604001
1.95174E+15,Bisoprolol 2.5mg tablets,Bisoprolol 2.5mg tablets,Bisoprolol fumarate,2040000,318605000
1.95184E+15,Bisoprolol 3.75mg tablets,Bisoprolol 3.75mg tablets,Bisoprolol fumarate,2040000,318606004
1.95194E+15,Bisoprolol 7.5mg tablets,Bisoprolol 7.5mg tablets,Bisoprolol fumarate,2040000,318607008
2.61604E+15,Metoprolol 12.5mg/5ml oral solution,Metoprolol 12.5mg/5ml oral solution,Metoprolol tartrate,2040000,8.66821E+15
2.90854E+15,Sotalol 40mg/4ml solution for injection ampoules,Sotalol 40mg/4ml solution for injection ampoules,Sotalol hydrochloride,2040000,3.59308E+16
3.16134E+15,Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets,Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/ Metoprolol tartrate,2040000,318546001
3.16294E+15,Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets,Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets,Acebutolol hydrochloride/ Hydrochlorothiazide,2040000,3.9725E+16
3.16314E+15,Pindolol 10mg / Clopamide 5mg tablets,Pindolol 10mg / Clopamide 5mg tablets,Clopamide/ Pindolol,2040000,318552000
3.24694E+15,Atenolol 50mg / Nifedipine 20mg modified-release capsules,Atenolol 50mg / Nifedipine 20mg modified-release capsules,Atenolol/ Nifedipine,2040000,3.59033E+16
3.34664E+15,Timolol 10mg / Bendroflumethiazide 2.5mg tablets,Timolol 10mg / Bendroflumethiazide 2.5mg tablets,Bendroflumethiazide/ Timolol maleate,2040000,318556002
3.95344E+15,Sotalol 25mg/5ml oral solution,Sotalol 25mg/5ml oral solution,Sotalol hydrochloride,2040000,8.72681E+15
4.26714E+15,Bisoprolol 7.5mg/5ml oral suspension,Bisoprolol 7.5mg/5ml oral suspension,Bisoprolol fumarate,2040000,1.41591E+16
4.50794E+15,Bisoprolol 2.5mg/5ml oral suspension,Bisoprolol 2.5mg/5ml oral suspension,Bisoprolol fumarate,2040000,1.22876E+16
4.81564E+15,Metoprolol 12.5mg/5ml oral suspension,Metoprolol 12.5mg/5ml oral suspension,Metoprolol tartrate,2040000,8.66841E+15
4.95584E+15,Propranolol 40mg/5ml oral solution sugar free,Propranolol 40mg/5ml oral solution sugar free,Propranolol hydrochloride,2040000,1.53562E+16
4.95714E+15,Propranolol 80mg/5ml oral solution,Propranolol 80mg/5ml oral solution,Propranolol hydrochloride,2040000,8.67291E+15
5.28874E+15,Carvedilol 5mg/5ml oral suspension,Carvedilol 5mg/5ml oral suspension,Carvedilol,2040000,8.35681E+15
5.37824E+15,Nadolol 40mg/5ml oral suspension,Nadolol 40mg/5ml oral suspension,Nadolol,2040000,1.23008E+16
5.56534E+15,Nebivolol 2.5mg tablets,Nebivolol 2.5mg tablets,Nebivolol hydrochloride,2040000,3.97011E+16
5.57554E+15,Metoprolol 25mg/5ml oral solution,Metoprolol 25mg/5ml oral solution,Metoprolol tartrate,2040000,8.66871E+15
5.81414E+15,Nadolol 20mg/5ml oral solution,Nadolol 20mg/5ml oral solution,Nadolol,2040000,1.61309E+16
5.89804E+15,Bisoprolol 1.25mg/5ml oral solution,Bisoprolol 1.25mg/5ml oral solution,Bisoprolol fumarate,2040000,8.30531E+15
5.89814E+15,Bisoprolol 1.25mg/5ml oral suspension,Bisoprolol 1.25mg/5ml oral suspension,Bisoprolol fumarate,2040000,8.30521E+15
5.89824E+15,Bisoprolol 5mg/5ml oral solution,Bisoprolol 5mg/5ml oral solution,Bisoprolol fumarate,2040000,8.30491E+15
5.89834E+15,Bisoprolol 5mg/5ml oral suspension,Bisoprolol 5mg/5ml oral suspension,Bisoprolol fumarate,2040000,8.30481E+15
5.89844E+15,Bisoprolol 625micrograms/5ml oral solution,Bisoprolol 625micrograms/5ml oral solution,Bisoprolol fumarate,2040000,1.51602E+16
5.89854E+15,Bisoprolol 625micrograms/5ml oral suspension,Bisoprolol 625micrograms/5ml oral suspension,Bisoprolol fumarate,2040000,1.51603E+16
5.97284E+15,Metoprolol 50mg/5ml oral solution,Metoprolol 50mg/5ml oral solution,Metoprolol tartrate,2040000,8.66891E+15
5.97294E+15,Metoprolol 50mg/5ml oral suspension,Metoprolol 50mg/5ml oral suspension,Metoprolol tartrate,2040000,8.66911E+15
5.99104E+15,Bisoprolol 2.5mg/5ml oral solution,Bisoprolol 2.5mg/5ml oral solution,Bisoprolol fumarate,2040000,1.22875E+16
5.99814E+15,Propranolol 40mg/5ml oral suspension,Propranolol 40mg/5ml oral suspension,Propranolol hydrochloride,2040000,8.67281E+15
6.48794E+15,Labetalol 50mg/5ml oral solution,Labetalol 50mg/5ml oral solution,Labetalol hydrochloride,2040000,8.58231E+15
7.87134E+15,Nadolol 30mg/5ml oral solution,Nadolol 30mg/5ml oral solution,Nadolol,2040000,1.61099E+16
8.53644E+15,Bisoprolol 10mg/5ml oral suspension,Bisoprolol 10mg/5ml oral suspension,Bisoprolol fumarate,2040000,1.22874E+16
8.96114E+15,Nebivolol 10mg tablets,Nebivolol 10mg tablets,Nebivolol hydrochloride,2040000,3.9701E+16
9.77644E+15,Sotalol 25mg/5ml oral suspension,Sotalol 25mg/5ml oral suspension,Sotalol hydrochloride,2040000,8.72691E+15
1.00249E+16,Bisoprolol 5mg / Aspirin 75mg capsules,Bisoprolol 5mg / Aspirin 75mg capsules,Aspirin/ Bisoprolol fumarate,2040000,2.83657E+16
1.0025E+16,Bisoprolol 5mg / Aspirin 100mg capsules,Bisoprolol 5mg / Aspirin 100mg capsules,Aspirin/ Bisoprolol fumarate,2040000,2.83656E+16
1.00252E+16,Bisoprolol 10mg / Aspirin 100mg capsules,Bisoprolol 10mg / Aspirin 100mg capsules,Aspirin/ Bisoprolol fumarate,2040000,2.83653E+16
1.065E+16,Nadolol 20mg/5ml oral suspension,Nadolol 20mg/5ml oral suspension,Nadolol,2040000,1.6131E+16
1.06501E+16,Nadolol 30mg/5ml oral suspension,Nadolol 30mg/5ml oral suspension,Nadolol,2040000,1.611E+16
1.35775E+16,Nebivolol 1.25mg tablets,Nebivolol 1.25mg tablets,Nebivolol hydrochloride,2040000,3.86592E+16
1.39105E+16,Metoprolol 25mg tablets,Metoprolol 25mg tablets,Metoprolol tartrate,2040000,3.99922E+16
2.13441E+14,Captopril 12.5mg tablets,Captopril 12.5mg tablets,Captopril,2050501,318820009
2.14441E+14,Captopril 25mg tablets,Captopril 25mg tablets,Captopril,2050501,318821008
2.14541E+14,Captopril 50mg tablets,Captopril 50mg tablets,Captopril,2050501,318824000
2.58141E+14,Cilazapril 1mg tablets,Cilazapril 1mg tablets,Cilazapril monohydrate,2050501,3.96852E+16
2.58241E+14,Cilazapril 2.5mg tablets,Cilazapril 2.5mg tablets,Cilazapril monohydrate,2050501,3.96853E+16
2.58441E+14,Cilazapril 500microgram tablets,Cilazapril 500microgram tablets,Cilazapril monohydrate,2050501,3.9686E+16
2.58641E+14,Cilazapril 5mg tablets,Cilazapril 5mg tablets,Cilazapril monohydrate,2050501,3.96859E+16
5.22641E+14,Enalapril 10mg tablets,Enalapril 10mg tablets,Enalapril maleate,2050501,318853004
5.22741E+14,Enalapril 20mg tablets,Enalapril 20mg tablets,Enalapril maleate,2050501,318855006
5.22841E+14,Enalapril 5mg tablets,Enalapril 5mg tablets,Enalapril maleate,2050501,318851002
5.23541E+14,Enalapril 2.5mg tablets,Enalapril 2.5mg tablets,Enalapril maleate,2050501,318850001
6.09141E+14,Fosinopril 10mg tablets,Fosinopril 10mg tablets,Fosinopril sodium,2050501,318909008
6.09241E+14,Fosinopril 20mg tablets,Fosinopril 20mg tablets,Fosinopril sodium,2050501,318910003
8.37841E+14,Lisinopril 10mg tablets,Lisinopril 10mg tablets,Lisinopril,2050501,318859000
8.37941E+14,Lisinopril 2.5mg tablets,Lisinopril 2.5mg tablets,Lisinopril,2050501,318857003
8.38041E+14,Lisinopril 20mg tablets,Lisinopril 20mg tablets,Lisinopril,2050501,318860005
8.38141E+14,Lisinopril 5mg tablets,Lisinopril 5mg tablets,Lisinopril,2050501,318858008
9.38041E+14,Moexipril 15mg tablets,Moexipril 15mg tablets,Moexipril hydrochloride,2050501,318935009
9.38141E+14,Moexipril 7.5mg tablets,Moexipril 7.5mg tablets,Moexipril hydrochloride,2050501,318934008
1.06784E+15,Perindopril erbumine 2mg tablets,Perindopril erbumine 2mg tablets,Perindopril erbumine,2050501,318896009
1.06794E+15,Perindopril erbumine 4mg tablets,Perindopril erbumine 4mg tablets,Perindopril erbumine,2050501,318897000
1.14924E+15,Quinapril 5mg tablets,Quinapril 5mg tablets,Quinapril hydrochloride,2050501,318885001
1.14934E+15,Quinapril 10mg tablets,Quinapril 10mg tablets,Quinapril hydrochloride,2050501,318886000
1.14944E+15,Quinapril 20mg tablets,Quinapril 20mg tablets,Quinapril hydrochloride,2050501,318887009
1.14954E+15,Quinapril 40mg tablets,Quinapril 40mg tablets,Quinapril hydrochloride,2050501,318894007
1.15134E+15,Ramipril 1.25mg capsules,Ramipril 1.25mg capsules,Ramipril,2050501,318900007
1.15144E+15,Ramipril 2.5mg capsules,Ramipril 2.5mg capsules,Ramipril,2050501,318901006
1.15154E+15,Ramipril 5mg capsules,Ramipril 5mg capsules,Ramipril,2050501,318902004
1.45394E+15,Trandolapril 1mg capsules,Trandolapril 1mg capsules,Trandolapril,2050501,318925003
1.45404E+15,Trandolapril 2mg capsules,Trandolapril 2mg capsules,Trandolapril,2050501,318926002
1.45414E+15,Trandolapril 500microgram capsules,Trandolapril 500microgram capsules,Trandolapril,2050501,318924004
1.73974E+15,Imidapril 10mg tablets,Imidapril 10mg tablets,Imidapril hydrochloride,2050501,318944005
1.73984E+15,Imidapril 5mg tablets,Imidapril 5mg tablets,Imidapril hydrochloride,2050501,318943004
1.76984E+15,Ramipril 10mg capsules,Ramipril 10mg capsules,Ramipril,2050501,318906001
1.89314E+15,Co-zidocapt 12.5mg/25mg tablets,Co-zidocapt 12.5mg/25mg tablets,Captopril/ Hydrochlorothiazide,2050501,318806002
1.89324E+15,Co-zidocapt 25mg/50mg tablets,Co-zidocapt 25mg/50mg tablets,Captopril/ Hydrochlorothiazide,2050501,318807006
2.14584E+15,Imidapril 20mg tablets,Imidapril 20mg tablets,Imidapril hydrochloride,2050501,318942009
2.65634E+15,Captopril 5mg/5ml oral suspension,Captopril 5mg/5ml oral suspension,Captopril,2050501,8.35181E+15
2.71984E+15,Captopril 20mg/5ml oral suspension,Captopril 20mg/5ml oral suspension,Captopril,2050501,8.34831E+15
2.84674E+15,Perindopril erbumine 8mg tablets,Perindopril erbumine 8mg tablets,Perindopril erbumine,2050501,374667004
2.88334E+15,Ramipril 5mg/5ml oral suspension,Ramipril 5mg/5ml oral suspension,Ramipril,2050501,8.72091E+15
2.98954E+15,Ramipril 1.25mg tablets,Ramipril 1.25mg tablets,Ramipril,2050501,408040007
2.98964E+15,Ramipril 2.5mg tablets,Ramipril 2.5mg tablets,Ramipril,2050501,408050008
2.98974E+15,Ramipril 5mg tablets,Ramipril 5mg tablets,Ramipril,2050501,408051007
2.98984E+15,Ramipril 10mg tablets,Ramipril 10mg tablets,Ramipril,2050501,408052000
3.01274E+15,Captopril 25mg/5ml oral solution,Captopril 25mg/5ml oral solution,Captopril,2050501,8.34851E+15
3.01474E+15,Trandolapril 4mg capsules,Trandolapril 4mg capsules,Trandolapril,2050501,410958005
3.15214E+15,Lisinopril 5mg/5ml oral suspension,Lisinopril 5mg/5ml oral suspension,Lisinopril,2050501,8.62261E+15
3.16064E+15,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/ Quinapril hydrochloride,2050501,3.96934E+16
3.16084E+15,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/ Lisinopril,2050501,318884002
3.16094E+15,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/ Lisinopril,2050501,318880006
3.16164E+15,Perindopril erbumine 4mg / Indapamide 1.25mg tablets,Perindopril erbumine 4mg / Indapamide 1.25mg tablets,Indapamide/ Perindopril erbumine,2050501,3.43761E+15
3.16224E+15,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets,Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets,Enalapril maleate/ Hydrochlorothiazide,2050501,3.96919E+16
3.16304E+15,Verapamil 180mg modified-release / Trandolapril 2mg capsules,Verapamil 180mg modified-release / Trandolapril 2mg capsules,Trandolapril/ Verapamil hydrochloride,2050501,3.61492E+16
3.16324E+15,Felodipine 5mg modified-release / Ramipril 5mg tablets,Felodipine 5mg modified-release / Ramipril 5mg tablets,Felodipine/ Ramipril,2050501,318177008
3.16334E+15,Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets,Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets,Felodipine/ Ramipril,2050501,318176004
3.33394E+15,Captopril 8mg/5ml oral suspension,Captopril 8mg/5ml oral suspension,Captopril,2050501,1.98207E+16
3.85134E+15,Captopril 3mg/5ml oral solution,Captopril 3mg/5ml oral solution,Captopril,2050501,8.35051E+15
3.94084E+15,Captopril 2mg capsules,Captopril 2mg capsules,Captopril,2050501,8.79181E+15
4.15224E+15,Ramipril 1.25mg/5ml oral suspension,Ramipril 1.25mg/5ml oral suspension,Ramipril,2050501,8.72031E+15
4.45394E+15,Perindopril arginine 2.5mg tablets,Perindopril arginine 2.5mg tablets,Perindopril arginine,2050501,1.34542E+16
4.45404E+15,Perindopril arginine 5mg tablets,Perindopril arginine 5mg tablets,Perindopril arginine,2050501,1.34544E+16
4.45414E+15,Perindopril arginine 10mg tablets,Perindopril arginine 10mg tablets,Perindopril arginine,2050501,1.34541E+16
4.45454E+15,Perindopril arginine 5mg / Indapamide 1.25mg tablets,Perindopril arginine 5mg / Indapamide 1.25mg tablets,Indapamide/ Perindopril arginine,2050501,1.34543E+16
4.80594E+15,Ramipril 2.5mg/5ml oral suspension,Ramipril 2.5mg/5ml oral suspension,Ramipril,2050501,8.72071E+15
5.00814E+15,Captopril 10mg/5ml oral suspension,Captopril 10mg/5ml oral suspension,Captopril,2050501,8.34681E+15
5.13204E+15,Captopril 25mg/5ml oral suspension,Captopril 25mg/5ml oral suspension,Captopril,2050501,8.34861E+15
5.40164E+15,Captopril 15mg/5ml oral suspension,Captopril 15mg/5ml oral suspension,Captopril,2050501,8.34741E+15
5.45404E+15,Captopril 4mg capsules,Captopril 4mg capsules,Captopril,2050501,8.79191E+15
5.56874E+15,Lisinopril 40mg/5ml oral suspension,Lisinopril 40mg/5ml oral suspension,Lisinopril,2050501,2.0556E+16
5.88784E+15,Ramipril 10mg/5ml oral solution,Ramipril 10mg/5ml oral solution,Ramipril,2050501,8.72041E+15
5.88794E+15,Ramipril 10mg/5ml oral suspension,Ramipril 10mg/5ml oral suspension,Ramipril,2050501,8.72051E+15
5.89024E+15,Lisinopril 5mg/5ml oral solution,Lisinopril 5mg/5ml oral solution,Lisinopril,2050501,8.62251E+15
5.89034E+15,Ramipril 5mg/5ml oral solution,Ramipril 5mg/5ml oral solution,Ramipril,2050501,8.72081E+15
5.89054E+15,Ramipril 2.5mg/5ml oral solution,Ramipril 2.5mg/5ml oral solution,Ramipril,2050501,8.72061E+15
5.89874E+15,Captopril 12.5mg/5ml oral solution,Captopril 12.5mg/5ml oral solution,Captopril,2050501,8.34711E+15
5.89884E+15,Captopril 12.5mg/5ml oral suspension,Captopril 12.5mg/5ml oral suspension,Captopril,2050501,8.34721E+15
5.89894E+15,Captopril 6.25mg/5ml oral solution,Captopril 6.25mg/5ml oral solution,Captopril,2050501,8.35191E+15
5.89904E+15,Captopril 6.25mg/5ml oral suspension,Captopril 6.25mg/5ml oral suspension,Captopril,2050501,8.35201E+15
5.96704E+15,Enalapril 10mg/5ml oral solution,Enalapril 10mg/5ml oral solution,Enalapril maleate,2050501,8.48571E+15
5.96714E+15,Enalapril 10mg/5ml oral suspension,Enalapril 10mg/5ml oral suspension,Enalapril maleate,2050501,8.48581E+15
5.97134E+15,Lisinopril 2.5mg/5ml oral solution,Lisinopril 2.5mg/5ml oral solution,Lisinopril,2050501,8.62211E+15
5.97144E+15,Lisinopril 2.5mg/5ml oral suspension,Lisinopril 2.5mg/5ml oral suspension,Lisinopril,2050501,8.62221E+15
5.97154E+15,Lisinopril 7.5mg/5ml oral solution,Lisinopril 7.5mg/5ml oral solution,Lisinopril,2050501,8.62281E+15
5.97164E+15,Lisinopril 7.5mg/5ml oral suspension,Lisinopril 7.5mg/5ml oral suspension,Lisinopril,2050501,8.62291E+15
5.99254E+15,Enalapril 5mg/5ml oral solution,Enalapril 5mg/5ml oral solution,Enalapril maleate,2050501,8.48691E+15
5.99264E+15,Enalapril 5mg/5ml oral suspension,Enalapril 5mg/5ml oral suspension,Enalapril maleate,2050501,8.48701E+15
5.99824E+15,Ramipril 1.25mg/5ml oral solution,Ramipril 1.25mg/5ml oral solution,Ramipril,2050501,8.72021E+15
6.00104E+15,Captopril 5mg/5ml oral solution,Captopril 5mg/5ml oral solution,Captopril,2050501,8.35161E+15
6.01244E+15,Enalapril 1.25mg/5ml oral solution,Enalapril 1.25mg/5ml oral solution,Enalapril maleate,2050501,8.48551E+15
6.01254E+15,Enalapril 1.25mg/5ml oral suspension,Enalapril 1.25mg/5ml oral suspension,Enalapril maleate,2050501,8.48561E+15
