medcodeid,term,condition
423109014,Congenital total lipodystrophy (disorder),Q code group Type 2 diabetes 
423110016,Congenital total lipodystrophy (disorder),Q code group Type 2 diabetes 
423111017,Congenital total lipodystrophy (disorder),Q code group Type 2 diabetes 
423112012,Congenital total lipodystrophy (disorder),Q code group Type 2 diabetes 
5.68775E+15,Congenital total lipodystrophy (disorder),Q code group Type 2 diabetes 
5.68778E+15,Congenital total lipodystrophy (disorder),Q code group Type 2 diabetes 
121589010,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.3781E+13,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
292621010,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
293756010,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
3.69068E+15,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
3.77001E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16571E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16681E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.72151E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.72161E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.72171E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
77727018,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.87111E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.81441E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13711E+14,Diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2731E+16,Diabetes mellitus NOS with other specified manifestation (disorder),Q code group Type 2 diabetes 
9.33211E+14,Diabetes mellitus NOS with other specified manifestation (disorder),Q code group Type 2 diabetes 
9.33221E+14,Diabetes mellitus NOS with other specified manifestation (disorder),Q code group Type 2 diabetes 
9.33231E+14,Diabetes mellitus NOS with other specified manifestation (disorder),Q code group Type 2 diabetes 
10928019,Diabetes mellitus associated with genetic syndrome (disorder),Q code group Type 2 diabetes 
498512013,Diabetes mellitus associated with genetic syndrome (disorder),Q code group Type 2 diabetes 
1230929011,Diabetes mellitus associated with pancreatic disease (disorder),Q code group Type 2 diabetes 
1.98461E+14,Diabetes mellitus associated with pancreatic disease (disorder),Q code group Type 2 diabetes 
3527174019,Diabetes mellitus caused by chemical (disorder),Q code group Type 2 diabetes 
3527175018,Diabetes mellitus caused by chemical (disorder),Q code group Type 2 diabetes 
125705011,Diabetes mellitus caused by insulin receptor antibodies (disorder),Q code group Type 2 diabetes 
2164134013,Diabetes mellitus caused by insulin receptor antibodies (disorder),Q code group Type 2 diabetes 
3291658019,Diabetes mellitus caused by insulin receptor antibodies (disorder),Q code group Type 2 diabetes 
3296773014,Diabetes mellitus caused by insulin receptor antibodies (disorder),Q code group Type 2 diabetes 
2160090014,Diabetes mellitus caused by non-steroid drugs (disorder),Q code group Type 2 diabetes 
6.76373E+15,Diabetes mellitus caused by non-steroid drugs (disorder),Q code group Type 2 diabetes 
6.76374E+15,Diabetes mellitus caused by non-steroid drugs (disorder),Q code group Type 2 diabetes 
6.76375E+15,Diabetes mellitus caused by non-steroid drugs (disorder),Q code group Type 2 diabetes 
6.83799E+15,Diabetes mellitus caused by non-steroid drugs without complication (disorder),Q code group Type 2 diabetes 
9.67631E+14,Diabetes mellitus caused by non-steroid drugs without complication (disorder),Q code group Type 2 diabetes 
4.94831E+14,Diabetes mellitus co-occurrent and due to cystic fibrosis (disorder),Q code group Type 2 diabetes 
7.06314E+15,Diabetes mellitus co-occurrent and due to cystic fibrosis (disorder),Q code group Type 2 diabetes 
197761014,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
2.23291E+14,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
2.80571E+14,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
3.20943E+15,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
3.20944E+15,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
493773010,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
493774016,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
73466011,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
8.4471E+13,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
8.4841E+13,Diabetes mellitus type 2 (disorder),Q code group Type 2 diabetes 
7.96875E+15,Diabetes mellitus type 2 without retinopathy (disorder),Q code group Type 2 diabetes 
1.2731E+16,Diabetes mellitus with other specified manifestation (disorder),Q code group Type 2 diabetes 
8.81521E+14,Diabetes mellitus with other specified manifestation (disorder),Q code group Type 2 diabetes 
292466013,Diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
292475010,Diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
457327017,Diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
7.46791E+14,Diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
1.27189E+16,"Diabetes mellitus, adult onset, with no mention of complication (disorder)",Q code group Type 2 diabetes 
8.81451E+14,"Diabetes mellitus, adult onset, with no mention of complication (disorder)",Q code group Type 2 diabetes 
356117013,Diabetes-deafness syndrome maternally transmitted (disorder),Q code group Type 2 diabetes 
356118015,Diabetes-deafness syndrome maternally transmitted (disorder),Q code group Type 2 diabetes 
6.16501E+14,Disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98215E+15,Disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.21748E+16,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.21748E+16,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27044E+16,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.3771E+13,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.90094E+15,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.90095E+15,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292503016,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16421E+14,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.71491E+14,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.81491E+14,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13471E+14,Disorder of eye due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.96864E+15,Disorder of eye due to malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.19481E+14,Disorder of eye due to malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23369E+16,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23369E+16,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27024E+16,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2705E+16,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27623E+16,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
5.87111E+14,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16491E+14,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98369E+15,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4581E+13,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4951E+13,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14051E+14,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14061E+14,Disorder of eye due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.22185E+16,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.22185E+16,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2704E+16,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
205225016,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292495016,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292496015,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
293759015,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
354316011,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
4.39218E+15,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16461E+14,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.71391E+14,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.71501E+14,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.81481E+14,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13441E+14,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13831E+14,Disorder of kidney due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23369E+16,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23369E+16,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27044E+16,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.3761E+13,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292512019,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16391E+14,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98351E+15,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98352E+15,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.71481E+14,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13501E+14,Disorder of nervous system due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.95852E+15,Disorder of nervous system due to malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.19591E+14,Disorder of nervous system due to malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23341E+16,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23341E+16,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27024E+16,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2705E+16,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.80591E+14,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16481E+14,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.96992E+15,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.96993E+15,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4561E+13,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4931E+13,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14071E+14,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14081E+14,Disorder of nervous system due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9986011,Drug-induced diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23357E+16,Exudative maculopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23357E+16,Exudative maculopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.24899E+16,Exudative maculopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2705E+16,Exudative maculopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.97797E+15,Exudative maculopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.38321E+14,Exudative maculopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.38331E+14,Exudative maculopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.67681E+14,Fibrocalculous pancreatic diabetes (disorder),Q code group Type 2 diabetes 
2474730014,Fibrocalculous pancreatopathy without complication (disorder),Q code group Type 2 diabetes 
6.16351E+14,Gangrene due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16831E+14,Gangrene due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98701E+15,Gangrene due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.71351E+14,Gangrene due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.81511E+14,Gangrene due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13621E+14,Gangrene due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.81211E+14,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
292582011,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
292583018,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16561E+14,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.97521E+15,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.97522E+15,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4511E+13,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4881E+13,Gangrene due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23637E+16,Gastroparesis co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23637E+16,Gastroparesis co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27051E+16,Gastroparesis co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.66792E+15,Gastroparesis co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.99621E+14,Gastroparesis co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.70807E+15,Gastroparesis co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
292480018,Hyperosmolar coma due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292484010,Hyperosmolar coma due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292483016,Hyperosmolar coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
4.75801E+15,Hyperosmolar coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1488898011,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.66789E+15,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.50691E+14,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
356101019,Hyperproinsulinemia (disorder),Q code group Type 2 diabetes 
5.10974E+15,Hyperproinsulinemia (disorder),Q code group Type 2 diabetes 
1.19276E+16,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.80511E+14,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
459167016,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
459169018,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.78345E+15,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4521E+13,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4891E+13,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.89701E+14,Insulin autoimmune syndrome (disorder),Q code group Type 2 diabetes 
2160089017,Insulin autoimmune syndrome (disorder),Q code group Type 2 diabetes 
1.99471E+14,Insulin resistance - type A (disorder),Q code group Type 2 diabetes 
2475901019,Insulin resistance - type A (disorder),Q code group Type 2 diabetes 
5.11046E+15,Insulin resistance - type A (disorder),Q code group Type 2 diabetes 
1223147012,Insulin treated type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1223148019,Insulin treated type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
5.10946E+15,Insulin treated type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.40951E+14,Insulin treated type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.41351E+14,Insulin treated type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14391E+14,Insulin treated type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
356111014,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),Q code group Type 2 diabetes 
356115017,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),Q code group Type 2 diabetes 
5.10983E+15,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),Q code group Type 2 diabetes 
5.10985E+15,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),Q code group Type 2 diabetes 
2622193012,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292478012,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292479016,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292489017,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.95386E+15,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.95387E+15,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.95389E+15,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.9539E+15,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.81461E+14,Ketoacidosis due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292606016,Ketoacidosis due to malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16531E+14,Ketoacidosis due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.97742E+15,Ketoacidosis due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.97743E+15,Ketoacidosis due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28581E+14,Ketoacidosis due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28591E+14,Ketoacidosis due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.92096E+15,Ketoacidotic coma due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.92097E+15,Ketoacidotic coma due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.92098E+15,Ketoacidotic coma due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16381E+14,Ketoacidotic coma due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.81471E+14,Ketoacidotic coma due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2705E+16,Ketoacidotic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16541E+14,Ketoacidotic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.97925E+15,Ketoacidotic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28601E+14,Ketoacidotic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28611E+14,Ketoacidotic coma due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
4.39214E+15,Lipoatrophic diabetes (disorder),Q code group Type 2 diabetes 
4.39215E+15,Lipoatrophic diabetes (disorder),Q code group Type 2 diabetes 
9.67701E+14,Lipoatrophic diabetes (disorder),Q code group Type 2 diabetes 
1.89711E+14,Lipoatrophic diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
1.21808E+16,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.21808E+16,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.21808E+16,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.21808E+16,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
3.12874E+15,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16921E+14,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
65526011,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.55057E+15,Malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
3.72817E+15,Malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.19531E+14,Malnutrition related diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.19601E+14,Malnutrition-related diabetes mellitus with peripheral circulatory complications (disorder),Q code group Type 2 diabetes 
7.19571E+14,Malnutrition-related diabetes mellitus with renal complications (disorder),Q code group Type 2 diabetes 
292612014,Malnutrition-related diabetes mellitus without complications (disorder),Q code group Type 2 diabetes 
6.22221E+14,Maternally inherited diabetes mellitus (disorder),Q code group Type 2 diabetes 
2476117016,"Maturity onset diabetes of the young, type 1 (disorder)",Q code group Type 2 diabetes 
7.50019E+15,"Maturity onset diabetes of the young, type 1 (disorder)",Q code group Type 2 diabetes 
7.5002E+15,"Maturity onset diabetes of the young, type 1 (disorder)",Q code group Type 2 diabetes 
356085010,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
5.10956E+15,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
5.10958E+15,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
5.10959E+15,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
5.10961E+15,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
5.10962E+15,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
5.10963E+15,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
8.40971E+14,"Maturity onset diabetes of the young, type 2 (disorder)",Q code group Type 2 diabetes 
483882011,Maturity-onset diabetes of the young (disorder),Q code group Type 2 diabetes 
483886014,Maturity-onset diabetes of the young (disorder),Q code group Type 2 diabetes 
1.96864E+15,"Maturity-onset diabetes of the young, type 5 (disorder)",Q code group Type 2 diabetes 
7.50034E+15,"Maturity-onset diabetes of the young, type 5 (disorder)",Q code group Type 2 diabetes 
7.50035E+15,"Maturity-onset diabetes of the young, type 5 (disorder)",Q code group Type 2 diabetes 
7.50036E+15,"Maturity-onset diabetes of the young, type 5 (disorder)",Q code group Type 2 diabetes 
1.23711E+16,Mild nonproliferative retinopathy co-occurrent and due to secondary diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.12043E+15,Mild nonproliferative retinopathy co-occurrent and due to secondary diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23311E+16,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23311E+16,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27024E+16,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.80521E+14,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.95412E+15,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4531E+13,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4901E+13,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14221E+14,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14231E+14,Mononeuropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
3.96661E+14,Multiple complications due to malnutrition related diabetes (disorder),Q code group Type 2 diabetes 
3.96671E+14,Multiple complications due to malnutrition related diabetes (disorder),Q code group Type 2 diabetes 
7.19471E+14,Multiple complications due to malnutrition related diabetes (disorder),Q code group Type 2 diabetes 
7.19561E+14,Multiple complications due to malnutrition related diabetes (disorder),Q code group Type 2 diabetes 
7.20311E+14,Multiple complications due to malnutrition related diabetes (disorder),Q code group Type 2 diabetes 
2.80581E+14,Multiple complications due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
292576013,Multiple complications due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
292577016,Multiple complications due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4541E+13,Multiple complications due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
