prodcodeid,term,condition
6.5941E+13,Angiozem CR 90mg tablets (Ashbourne Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
6.5441E+13,Angitil SR 120 capsules (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
6.5541E+13,Angitil SR 180 capsules (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
6.5341E+13,Angitil SR 90 capsules (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.57044E+15,Angitil XL 240 capsules (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.57054E+15,Angitil XL 300 capsules (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.77934E+15,Bi-Carzem SR 120mg capsules (Tillomed Laboratories) (product),Q code group 2.6.2       Calcium Channel Blockers
2.77914E+15,Bi-Carzem SR 60mg capsules (Tillomed Laboratories) (product),Q code group 2.6.2       Calcium Channel Blockers
2.77924E+15,Bi-Carzem SR 90mg capsules (Tillomed Laboratories) (product),Q code group 2.6.2       Calcium Channel Blockers
5.81684E+15,Bi-Carzem XL 240mg capsules (Tillomed Laboratories) (product),Q code group 2.6.2       Calcium Channel Blockers
5.81694E+15,Bi-Carzem XL 300mg capsules (Tillomed Laboratories) (product),Q code group 2.6.2       Calcium Channel Blockers
2.92904E+15,Cabren 10mg modified-release tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.92884E+15,Cabren 2.5mg modified-release tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.92894E+15,Cabren 5mg modified-release tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.29564E+15,Calchan MR 10 tablets (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.29574E+15,Calchan MR 20 tablets (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.99241E+14,Calcicard CR 120mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.99341E+14,Calcicard CR 90mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.76741E+14,Cardene 20mg capsules (Yamanouchi Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.76841E+14,Cardene 30mg capsules (Yamanouchi Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.98941E+14,Cardene SR 30mg capsules (Yamanouchi Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.99041E+14,Cardene SR 45mg capsules (Yamanouchi Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.58084E+15,Cardilate MR 10mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.99141E+14,Cardilate MR 20mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.15494E+15,Cardioplen XL 10mg tablets (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.15284E+15,Cardioplen XL 2.5mg tablets (Trinity-Chiesi Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.15484E+15,Cardioplen XL 5mg tablets (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.10724E+16,Clevidipine 25mg/50ml emulsion for infusion vials (product),Q code group 2.6.2       Calcium Channel Blockers
1.10725E+16,Cleviprex 25mg/50ml emulsion for infusion vials (The Medicines Company UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.36641E+14,Coracten SR 10mg capsules (Celltech Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.64241E+14,Coracten SR 20mg capsules (Celltech Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.72494E+15,Coracten XL 30mg capsules (Celltech Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.72504E+15,Coracten XL 60mg capsules (Celltech Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.74841E+14,Cordilox 120mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.74941E+14,Cordilox 160mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.75041E+14,Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.75141E+14,Cordilox 80mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.12904E+15,Cordilox MR 240mg tablets (IVAX Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.05124E+15,Coroday MR 20mg tablets (Generics (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.60234E+15,Dilcardia SR 120mg capsules (Generics (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.60244E+15,Dilcardia SR 60mg capsules (Generics (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.60254E+15,Dilcardia SR 90mg capsules (Generics (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.51841E+14,Diltiazem 120mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
4.59641E+14,Diltiazem 120mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
4.51941E+14,Diltiazem 180mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
4.53941E+14,Diltiazem 200mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
4.53741E+14,Diltiazem 240mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
4.52041E+14,Diltiazem 300mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
1.80034E+15,Diltiazem 360mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
4.52941E+14,Diltiazem 60mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
4.54041E+14,Diltiazem 60mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
5.99194E+15,Diltiazem 60mg/5ml oral solution (product),Q code group 2.6.2       Calcium Channel Blockers
4.95374E+15,Diltiazem 60mg/5ml oral suspension (product),Q code group 2.6.2       Calcium Channel Blockers
4.52141E+14,Diltiazem 90mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
4.58841E+14,Diltiazem 90mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
4.52841E+14,Dilzem SR 120 capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
4.52641E+14,Dilzem SR 60 capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
4.52741E+14,Dilzem SR 90 capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
4.53041E+14,Dilzem XL 120 capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
4.53141E+14,Dilzem XL 180 capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
4.53241E+14,Dilzem XL 240 capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
2.67504E+15,Disogram SR 120mg capsules (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.67534E+15,Disogram SR 180mg capsules (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.67564E+15,Disogram SR 240mg capsules (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.67604E+15,Disogram SR 300mg capsules (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.67484E+15,Disogram SR 60mg capsules (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.67494E+15,Disogram SR 90mg capsules (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.10474E+15,Ethimil MR 240mg tablets (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
4.02194E+15,Exforge 10mg/160mg tablets (Novartis Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.02184E+15,Exforge 5mg/160mg tablets (Novartis Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.02174E+15,Exforge 5mg/80mg tablets (Novartis Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
5.57634E+15,Felendil XL 10mg tablets (Ratiopharm UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
5.57644E+15,Felendil XL 2.5mg tablets (Ratiopharm UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
5.57654E+15,Felendil XL 5mg tablets (Ratiopharm UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
5.69041E+14,Felodipine 10mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
5.68041E+14,Felodipine 2.5mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
5.69141E+14,Felodipine 5mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
3.17754E+15,Felogen XL 10mg tablets (Generics (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.17744E+15,Felogen XL 5mg tablets (Generics (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.98004E+15,Felotens XL 10mg tablets (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
4.42924E+15,Felotens XL 2.5mg tablets (Genus Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.97994E+15,Felotens XL 5mg tablets (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
6.05941E+14,Fortipine LA 40 tablets (Goldshield Healthcare Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
6.60641E+14,Half Securon SR 120mg tablets (Abbott Laboratories Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.73904E+15,Horizem SR 120mg capsules (Horizon lifecare) (product),Q code group 2.6.2       Calcium Channel Blockers
2.73914E+15,Horizem SR 90mg capsules (Horizon lifecare) (product),Q code group 2.6.2       Calcium Channel Blockers
7.38141E+14,Hypolar Retard 20 tablets (Sandoz Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.77654E+15,Hypolar XL 30 tablets (Sandoz Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
7.88041E+14,Istin 10mg tablets (Pfizer Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
7.87941E+14,Istin 5mg tablets (Pfizer Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.11844E+15,Kenzem SR 120mg capsules (Kent Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.11824E+15,Kenzem SR 60mg capsules (Kent Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.11834E+15,Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.33444E+16,Lacidipine 6mg tablets (product),Q code group 2.6.2       Calcium Channel Blockers
3.90874E+15,Lercanidipine 20mg tablets (product),Q code group 2.6.2       Calcium Channel Blockers
1.02107E+16,Manidipine hydrochloride 10mg tablets (product),Q code group 2.6.2       Calcium Channel Blockers
1.02108E+16,Manidipine hydrochloride 20mg tablets (product),Q code group 2.6.2       Calcium Channel Blockers
1.02176E+16,Molap 4mg tablets (Rivopharm (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.37041E+14,Motens 2mg tablets (Boehringer Ingelheim Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.37141E+14,Motens 4mg tablets (Boehringer Ingelheim Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.52174E+15,Neofel XL 10mg tablets (Neolab Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
4.52164E+15,Neofel XL 5mg tablets (Neolab Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
5.81744E+15,Neozipine XL 30mg tablets (Neolab Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
5.81754E+15,Neozipine XL 60mg tablets (Neolab Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.69774E+15,Nicardipine 10mg/10ml solution for infusion ampoules (product),Q code group 2.6.2       Calcium Channel Blockers
9.71441E+14,Nicardipine 30mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
9.71541E+14,Nicardipine 45mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
1.23723E+16,Nidef 30mg modified-release tablets (Morningside Healthcare Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.23724E+16,Nidef 60mg modified-release tablets (Morningside Healthcare Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.71141E+14,Nifedipine 10mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
9.71841E+14,Nifedipine 10mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
5.97374E+15,Nifedipine 10mg/5ml oral suspension (product),Q code group 2.6.2       Calcium Channel Blockers
5.40254E+15,Nifedipine 2.5mg/5ml oral suspension (product),Q code group 2.6.2       Calcium Channel Blockers
9.74141E+14,Nifedipine 20mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
9.70941E+14,Nifedipine 20mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
2.63934E+15,Nifedipine 20mg/ml oral drops (product),Q code group 2.6.2       Calcium Channel Blockers
1.77874E+15,Nifedipine 30mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
9.71241E+14,Nifedipine 30mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
9.72441E+14,Nifedipine 40mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
5.05624E+15,Nifedipine 5mg/5ml oral suspension (product),Q code group 2.6.2       Calcium Channel Blockers
1.77884E+15,Nifedipine 60mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
9.71341E+14,Nifedipine 60mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
1.74504E+15,Nifedipress MR 10 tablets (Dexcel Pharma Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.74514E+15,Nifedipress MR 20 tablets (Dexcel Pharma Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.18954E+15,Nifopress Retard 20mg tablets (Goldshield Healthcare Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.70741E+14,Nimodipine 10mg/50ml solution for infusion vials (product),Q code group 2.6.2       Calcium Channel Blockers
3.95264E+15,Nimodrel XL 30mg tablets (Zurich Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
3.95274E+15,Nimodrel XL 60mg tablets (Zurich Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
9.70841E+14,Nimotop 0.02% solution for injection 50ml vials (Bayer Plc) (product),Q code group 2.6.2       Calcium Channel Blockers
9.77741E+14,Nimotop 30mg tablets (Bayer Plc) (product),Q code group 2.6.2       Calcium Channel Blockers
9.72141E+14,Nisoldipine 10mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
9.72241E+14,Nisoldipine 20mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
9.72341E+14,Nisoldipine 30mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
1.66164E+15,Optil 60mg modified-release tablets (Opus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
9.12174E+15,Parmid XL 10mg tablets (Sandoz Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.12154E+15,Parmid XL 2.5mg tablets (Sandoz Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
9.12164E+15,Parmid XL 5mg tablets (Sandoz Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.09404E+15,Plendil 10mg modified-release tablets (AstraZeneca) (product),Q code group 2.6.2       Calcium Channel Blockers
1.09394E+15,Plendil 2.5mg modified-release tablets (AstraZeneca) (product),Q code group 2.6.2       Calcium Channel Blockers
1.09414E+15,Plendil 5mg modified-release tablets (AstraZeneca) (product),Q code group 2.6.2       Calcium Channel Blockers
1.14024E+15,Prescal 2.5mg tablets (Novartis Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.84584E+15,Ranvera MR 240mg tablets (Ranbaxy (UK) Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.59074E+15,Retalzem 60 modified-release tablets (Kent Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.27474E+15,Securon 120mg tablets (Abbott Laboratories Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.27174E+15,Securon I.V. 5mg/2ml solution for injection ampoules (Abbott Laboratories Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.27514E+15,Securon SR 240mg tablets (Abbott Laboratories Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.69764E+15,Slofedipine 20mg tablets (Sterwin Medicines) (product),Q code group 2.6.2       Calcium Channel Blockers
1.75294E+15,Slofedipine XL 30mg tablets (Sterwin Medicines) (product),Q code group 2.6.2       Calcium Channel Blockers
1.75304E+15,Slofedipine XL 60 tablets (Sterwin Medicines) (product),Q code group 2.6.2       Calcium Channel Blockers
1.34644E+15,Slozem 120mg capsules (Merck Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.34654E+15,Slozem 180mg capsules (Merck Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.34664E+15,Slozem 240mg capsules (Merck Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
2.26124E+15,Slozem 300mg capsules (Merck Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.40134E+15,Syscor MR 10 tablets (Forest Laboratories UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.40144E+15,Syscor MR 20 tablets (Forest Laboratories UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.40154E+15,Syscor MR 30 tablets (Forest Laboratories UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.42124E+15,Tensipine MR 10 tablets (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.42134E+15,Tensipine MR 20 tablets (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.44384E+15,Tildiem 60mg modified-release tablets (Sanofi-Synthelabo Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.44184E+15,Tildiem LA 200 capsules (Sanofi-Synthelabo Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.44174E+15,Tildiem LA 300 capsules (Sanofi-Synthelabo Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.44274E+15,Tildiem Retard 120mg tablets (Sanofi-Synthelabo Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.44284E+15,Tildiem Retard 90mg tablets (Sanofi-Synthelabo Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.48954E+15,Univer 120mg modified-release capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
1.48964E+15,Univer 180mg modified-release capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
1.48974E+15,Univer 240mg modified-release capsules (Medeus Pharma) (product),Q code group 2.6.2       Calcium Channel Blockers
2.95504E+15,Valni 20 Retard tablets (Neolab Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
4.45194E+15,Valni XL 30mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.45204E+15,Valni XL 60mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
4.02164E+15,Valsartan 160mg / Amlodipine 10mg tablets (product),Q code group 2.6.2       Calcium Channel Blockers
4.02154E+15,Valsartan 160mg / Amlodipine 5mg tablets (product),Q code group 2.6.2       Calcium Channel Blockers
4.02144E+15,Valsartan 80mg / Amlodipine 5mg tablets (product),Q code group 2.6.2       Calcium Channel Blockers
3.03444E+15,Vascalpha 10mg modified-release tablets (Alpharma Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
3.03434E+15,Vascalpha 5mg modified-release tablets (Alpharma Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
2.89064E+15,Vera-Til SR 120mg tablets (Tillomed Laboratories) (product),Q code group 2.6.2       Calcium Channel Blockers
2.89074E+15,Vera-Til SR 240mg tablets (Tillomed Laboratories) (product),Q code group 2.6.2       Calcium Channel Blockers
1.51114E+15,Verapamil 120mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
1.50904E+15,Verapamil 120mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
1.51124E+15,Verapamil 180mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
1.51134E+15,Verapamil 240mg modified-release capsules (product),Q code group 2.6.2       Calcium Channel Blockers
1.50914E+15,Verapamil 240mg modified-release tablets (product),Q code group 2.6.2       Calcium Channel Blockers
1.50984E+15,Verapamil 40mg/5ml oral solution sugar free (product),Q code group 2.6.2       Calcium Channel Blockers
4.26034E+15,Verapamil 5mg/2ml solution for injection ampoules (product),Q code group 2.6.2       Calcium Channel Blockers
1.83354E+15,Verapress MR 240mg tablets (Dexcel Pharma Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.75484E+15,Vertab SR 240 tablets (Trinity Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.52014E+15,Viazem XL 120mg capsules (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.52024E+15,Viazem XL 180mg capsules (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.52034E+15,Viazem XL 240mg capsules (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.52044E+15,Viazem XL 300mg capsules (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.52054E+15,Viazem XL 360mg capsules (Genus Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
1.55084E+15,Zanidip 10mg tablets (Napp Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
3.90884E+15,Zanidip 20mg tablets (Recordati Pharmaceuticals) (product),Q code group 2.6.2       Calcium Channel Blockers
2.95514E+15,Zemret 180 XL capsules (Neolab Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
