medcodeid,term,condition
5.13751E+14,"Bipolar affective disorder, current episode depression (disorder)",Q code group Severe mental illness
294847017,"Bipolar affective disorder, current episode manic (disorder)",Q code group Severe mental illness
294848010,"Bipolar affective disorder, current episode manic (disorder)",Q code group Severe mental illness
294858014,"Bipolar affective disorder, current episode manic (disorder)",Q code group Severe mental illness
3.67081E+14,"Bipolar affective disorder, current episode manic (disorder)",Q code group Severe mental illness
5.13801E+14,"Bipolar affective disorder, current episode manic (disorder)",Q code group Severe mental illness
3.67121E+14,"Bipolar affective disorder, current episode mixed (disorder)",Q code group Severe mental illness
3.98541E+14,"Bipolar affective disorder, current episode mixed (disorder)",Q code group Severe mental illness
4.76731E+15,"Bipolar affective disorder, current episode mixed (disorder)",Q code group Severe mental illness
5.13861E+14,"Bipolar affective disorder, currently depressed, in full remission (disorder)",Q code group Severe mental illness
294862015,"Bipolar affective disorder, currently depressed, mild (disorder)",Q code group Severe mental illness
294863013,"Bipolar affective disorder, currently depressed, moderate (disorder)",Q code group Severe mental illness
3.67091E+14,"Bipolar affective disorder, currently depressed, moderate (disorder)",Q code group Severe mental illness
1.24634E+16,"Bipolar affective disorder, currently depressed, severe, with psychosis (disorder)",Q code group Severe mental illness
5.13811E+14,"Bipolar affective disorder, currently manic, in full remission (disorder)",Q code group Severe mental illness
294849019,"Bipolar affective disorder, currently manic, mild (disorder)",Q code group Severe mental illness
294850019,"Bipolar affective disorder, currently manic, moderate (disorder)",Q code group Severe mental illness
3.67071E+14,"Bipolar affective disorder, currently manic, severe, with psychosis (disorder)",Q code group Severe mental illness
5.13701E+14,"Bipolar affective disorder, currently manic, severe, with psychosis (disorder)",Q code group Severe mental illness
1.20592E+16,"Bipolar affective disorder, most recent episode mixed (disorder)",Q code group Severe mental illness
2.71798E+15,Bipolar disorder (disorder),Q code group Severe mental illness
294880012,Bipolar disorder (disorder),Q code group Severe mental illness
294881011,Bipolar disorder (disorder),Q code group Severe mental illness
294888017,Bipolar disorder (disorder),Q code group Severe mental illness
294891017,Bipolar disorder (disorder),Q code group Severe mental illness
294892012,Bipolar disorder (disorder),Q code group Severe mental illness
294896010,Bipolar disorder (disorder),Q code group Severe mental illness
296135011,Bipolar disorder (disorder),Q code group Severe mental illness
3.67101E+14,Bipolar disorder (disorder),Q code group Severe mental illness
3.96071E+14,Bipolar disorder (disorder),Q code group Severe mental illness
3.96791E+14,Bipolar disorder (disorder),Q code group Severe mental illness
3.96801E+14,Bipolar disorder (disorder),Q code group Severe mental illness
401865016,Bipolar disorder (disorder),Q code group Severe mental illness
5.13871E+14,Bipolar disorder (disorder),Q code group Severe mental illness
8.82311E+14,Bipolar disorder (disorder),Q code group Severe mental illness
294887010,Bipolar disorder in full remission (disorder),Q code group Severe mental illness
3.17407E+15,Bipolar disorder in full remission (disorder),Q code group Severe mental illness
2.59051E+15,Bipolar disorder in partial remission (disorder),Q code group Severe mental illness
8.2091E+13,Bipolar disorder in partial remission (disorder),Q code group Severe mental illness
296130018,Bipolar disorder in remission (disorder),Q code group Severe mental illness
3.88629E+15,Bipolar disorder in remission (disorder),Q code group Severe mental illness
1.20592E+16,"Bipolar disorder, most recent episode depression (disorder)",Q code group Severe mental illness
1.20592E+16,"Bipolar disorder, most recent episode manic (disorder)",Q code group Severe mental illness
7.84908E+15,Bipolar type I disorder currently in full remission (disorder),Q code group Severe mental illness
3.67951E+14,Borderline schizophrenia (disorder),Q code group Severe mental illness
3.52777E+15,Bouff̩e d̩lirante (disorder),Q code group Severe mental illness
3.67961E+14,Bouff̩e d̩lirante (disorder),Q code group Severe mental illness
5.23481E+14,Bouff̩e d̩lirante (disorder),Q code group Severe mental illness
10122017,Brief reactive psychosis (disorder),Q code group Severe mental illness
2.5868E+15,Brief reactive psychosis (disorder),Q code group Severe mental illness
2.72969E+15,Cataleptic schizophrenia (disorder),Q code group Severe mental illness
294742019,Catatonic schizophrenia (disorder),Q code group Severe mental illness
294743012,Catatonic schizophrenia (disorder),Q code group Severe mental illness
294744018,Catatonic schizophrenia (disorder),Q code group Severe mental illness
294753013,Catatonic schizophrenia (disorder),Q code group Severe mental illness
3.70451E+14,Catatonic schizophrenia (disorder),Q code group Severe mental illness
3.70461E+14,Catatonic schizophrenia (disorder),Q code group Severe mental illness
4.25641E+14,Catatonic schizophrenia (disorder),Q code group Severe mental illness
4.25651E+14,Catatonic schizophrenia (disorder),Q code group Severe mental illness
4.76369E+15,Catatonic schizophrenia (disorder),Q code group Severe mental illness
4.7637E+15,Catatonic schizophrenia (disorder),Q code group Severe mental illness
178723016,Catatonic schizophrenia in remission (disorder),Q code group Severe mental illness
4.19617E+15,Catatonic schizophrenia in remission (disorder),Q code group Severe mental illness
294787015,Cenesthopathic schizophrenia (disorder),Q code group Severe mental illness
294788013,Cenesthopathic schizophrenia (disorder),Q code group Severe mental illness
3.33684E+15,"Chronic bipolar I disorder, most recent episode depressed (disorder)",Q code group Severe mental illness
2.51751E+15,"Chronic bipolar II disorder, most recent episode major depressive (disorder)",Q code group Severe mental illness
114616017,Chronic catatonic schizophrenia (disorder),Q code group Severe mental illness
2.70556E+15,Chronic disorganized schizophrenia (disorder),Q code group Severe mental illness
2.70557E+15,Chronic disorganized schizophrenia (disorder),Q code group Severe mental illness
294737010,Chronic disorganized schizophrenia (disorder),Q code group Severe mental illness
3.06741E+15,Chronic disorganized schizophrenia with acute exacerbation (disorder),Q code group Severe mental illness
3.06742E+15,Chronic disorganized schizophrenia with acute exacerbation (disorder),Q code group Severe mental illness
294767016,Chronic latent schizophrenia (disorder),Q code group Severe mental illness
1.61371E+14,Chronic paranoid psychosis (disorder),Q code group Severe mental illness
401768012,Chronic paranoid psychosis (disorder),Q code group Severe mental illness
52897013,Chronic paranoid schizophrenia (disorder),Q code group Severe mental illness
3.65665E+15,Chronic residual schizophrenia (disorder),Q code group Severe mental illness
2.98848E+15,Chronic residual schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
5.56631E+14,Chronic schizoaffective schizophrenia (disorder),Q code group Severe mental illness
1234861017,Chronic schizophrenia (disorder),Q code group Severe mental illness
3.86266E+15,Chronic schizophrenia (disorder),Q code group Severe mental illness
2.97605E+15,Chronic undifferentiated schizophrenia (disorder),Q code group Severe mental illness
3.7881E+15,Chronic undifferentiated schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
6.20156E+15,Cotard's syndrome (disorder),Q code group Severe mental illness
6.20157E+15,Cotard's syndrome (disorder),Q code group Severe mental illness
9.67791E+14,Cotard's syndrome (disorder),Q code group Severe mental illness
3.76271E+14,Cycloid psychosis (disorder),Q code group Severe mental illness
3.76281E+14,Cycloid psychosis (disorder),Q code group Severe mental illness
2.15841E+14,Delusional disorder (disorder),Q code group Severe mental illness
3.30054E+15,Depressed bipolar I disorder (disorder),Q code group Severe mental illness
3.30055E+15,Depressed bipolar I disorder (disorder),Q code group Severe mental illness
2.85238E+15,Depressed bipolar I disorder in full remission (disorder),Q code group Severe mental illness
2.85239E+15,Depressed bipolar I disorder in full remission (disorder),Q code group Severe mental illness
3.30133E+15,Depressed bipolar I disorder in partial remission (disorder),Q code group Severe mental illness
5.13711E+14,Depressed bipolar I disorder in partial remission (disorder),Q code group Severe mental illness
3.36928E+15,Depressed bipolar I disorder in remission (disorder),Q code group Severe mental illness
3.36929E+15,Depressed bipolar I disorder in remission (disorder),Q code group Severe mental illness
294735019,Disorganized schizophrenia (disorder),Q code group Severe mental illness
294741014,Disorganized schizophrenia (disorder),Q code group Severe mental illness
3.06812E+15,Disorganized schizophrenia (disorder),Q code group Severe mental illness
3.06813E+15,Disorganized schizophrenia (disorder),Q code group Severe mental illness
3.78051E+14,Disorganized schizophrenia (disorder),Q code group Severe mental illness
3.88741E+14,Disorganized schizophrenia (disorder),Q code group Severe mental illness
8.19351E+14,Disorganized schizophrenia (disorder),Q code group Severe mental illness
294740010,Disorganized schizophrenia in remission (disorder),Q code group Severe mental illness
3.00559E+15,Disorganized schizophrenia in remission (disorder),Q code group Severe mental illness
3.0056E+15,Disorganized schizophrenia in remission (disorder),Q code group Severe mental illness
3.00561E+15,Disorganized schizophrenia in remission (disorder),Q code group Severe mental illness
410861011,Endogenous depression - recurrent (disorder),Q code group Severe mental illness
1780205015,History of manic depressive disorder (situation),Q code group Severe mental illness
6.64722E+15,History of manic depressive disorder (situation),Q code group Severe mental illness
1227584015,History of mood disorder (situation),Q code group Severe mental illness
3.45141E+14,History of mood disorder (situation),Q code group Severe mental illness
460274011,History of mood disorder (situation),Q code group Severe mental illness
251628010,History of schizophrenia (situation),Q code group Severe mental illness
4.53993E+15,History of schizophrenia (situation),Q code group Severe mental illness
3.89401E+14,Hypomania (disorder),Q code group Severe mental illness
7.89221E+14,Hypomania (disorder),Q code group Severe mental illness
3.50472E+15,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.50473E+15,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.50474E+15,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.50475E+15,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.50476E+15,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.50478E+15,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.50479E+15,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.89641E+14,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.89651E+14,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.89661E+14,Induced psychotic disorder (disorder),Q code group Severe mental illness
3.11671E+15,Involutional paraphrenia (disorder),Q code group Severe mental illness
4.18251E+14,Involutional paraphrenia (disorder),Q code group Severe mental illness
6.8908E+15,Late onset schizophrenia (disorder),Q code group Severe mental illness
294764011,Latent schizophrenia (disorder),Q code group Severe mental illness
294765012,Latent schizophrenia (disorder),Q code group Severe mental illness
294771018,Latent schizophrenia (disorder),Q code group Severe mental illness
3.95021E+14,Latent schizophrenia (disorder),Q code group Severe mental illness
3.95031E+14,Latent schizophrenia (disorder),Q code group Severe mental illness
294770017,Latent schizophrenia in remission (disorder),Q code group Severe mental illness
4.76386E+15,Latent schizophrenia in remission (disorder),Q code group Severe mental illness
2.23601E+14,Mania (disorder),Q code group Severe mental illness
296110017,Mania (disorder),Q code group Severe mental illness
296118012,Mania (disorder),Q code group Severe mental illness
3.96701E+14,Mania (disorder),Q code group Severe mental illness
3.96711E+14,Mania (disorder),Q code group Severe mental illness
3.96761E+14,Mania (disorder),Q code group Severe mental illness
401863011,Mania (disorder),Q code group Severe mental illness
5.02396E+15,Mania (disorder),Q code group Severe mental illness
2.73005E+15,Mania with mood-congruent psychotic features (disorder),Q code group Severe mental illness
2.73007E+15,Mania with mood-incongruent psychotic features (disorder),Q code group Severe mental illness
2.73009E+15,Mania with psychotic features (disorder),Q code group Severe mental illness
3.61576E+15,Manic bipolar I disorder (disorder),Q code group Severe mental illness
3.61577E+15,Manic bipolar I disorder (disorder),Q code group Severe mental illness
2.9987E+15,Manic bipolar I disorder in full remission (disorder),Q code group Severe mental illness
2.99871E+15,Manic bipolar I disorder in full remission (disorder),Q code group Severe mental illness
3.52868E+15,Manic bipolar I disorder in partial remission (disorder),Q code group Severe mental illness
5.13741E+14,Manic bipolar I disorder in partial remission (disorder),Q code group Severe mental illness
3.23385E+15,Manic bipolar I disorder in remission (disorder),Q code group Severe mental illness
3.23386E+15,Manic bipolar I disorder in remission (disorder),Q code group Severe mental illness
294802018,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
294809010,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
3.67151E+14,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
3.96691E+14,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
3.96741E+14,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
401765010,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
401864017,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
8.82321E+14,"Manic disorder, single episode (disorder)",Q code group Severe mental illness
5.02397E+15,Manic stupor (disorder),Q code group Severe mental illness
3.16954E+15,"Mild bipolar I disorder, single manic episode (disorder)",Q code group Severe mental illness
3.6597E+15,"Mild bipolar II disorder, most recent episode major depressive (disorder)",Q code group Severe mental illness
294882016,Mild bipolar disorder (disorder),Q code group Severe mental illness
3.71384E+15,Mild depressed bipolar I disorder (disorder),Q code group Severe mental illness
3.71385E+15,Mild depressed bipolar I disorder (disorder),Q code group Severe mental illness
3.67104E+15,Mild manic bipolar I disorder (disorder),Q code group Severe mental illness
3.67105E+15,Mild manic bipolar I disorder (disorder),Q code group Severe mental illness
3.20476E+15,Mild mixed bipolar I disorder (disorder),Q code group Severe mental illness
3.20477E+15,Mild mixed bipolar I disorder (disorder),Q code group Severe mental illness
2.76168E+15,Mixed bipolar I disorder (disorder),Q code group Severe mental illness
294895014,Mixed bipolar I disorder (disorder),Q code group Severe mental illness
4.1962E+15,Mixed bipolar I disorder in full remission (disorder),Q code group Severe mental illness
4.19621E+15,Mixed bipolar I disorder in full remission (disorder),Q code group Severe mental illness
3.08978E+15,Mixed bipolar I disorder in partial remission (disorder),Q code group Severe mental illness
3.08979E+15,Mixed bipolar I disorder in partial remission (disorder),Q code group Severe mental illness
3.07152E+15,Mixed bipolar I disorder in remission (disorder),Q code group Severe mental illness
3.07153E+15,Mixed bipolar I disorder in remission (disorder),Q code group Severe mental illness
294869012,Mixed bipolar affective disorder (disorder),Q code group Severe mental illness
294870013,Mixed bipolar affective disorder (disorder),Q code group Severe mental illness
294877011,Mixed bipolar affective disorder (disorder),Q code group Severe mental illness
294876019,"Mixed bipolar affective disorder, in full remission (disorder)",Q code group Severe mental illness
7.01051E+14,"Mixed bipolar affective disorder, in partial remission (disorder)",Q code group Severe mental illness
8.23516E+15,"Mixed bipolar affective disorder, in partial remission (disorder)",Q code group Severe mental illness
294871012,"Mixed bipolar affective disorder, mild (disorder)",Q code group Severe mental illness
294872017,"Mixed bipolar affective disorder, moderate (disorder)",Q code group Severe mental illness
7.01071E+14,"Mixed bipolar affective disorder, severe (disorder)",Q code group Severe mental illness
294874016,"Mixed bipolar affective disorder, severe, with psychosis (disorder)",Q code group Severe mental illness
2.96452E+15,"Moderate bipolar I disorder, single manic episode (disorder)",Q code group Severe mental illness
3.0772E+15,"Moderate bipolar II disorder, most recent episode major depressive (disorder)",Q code group Severe mental illness
294883014,Moderate bipolar disorder (disorder),Q code group Severe mental illness
3.58361E+15,Moderate depressed bipolar I disorder (disorder),Q code group Severe mental illness
3.58362E+15,Moderate depressed bipolar I disorder (disorder),Q code group Severe mental illness
3.85047E+15,Moderate manic bipolar I disorder (disorder),Q code group Severe mental illness
3.85048E+15,Moderate manic bipolar I disorder (disorder),Q code group Severe mental illness
3.15906E+15,Moderate mixed bipolar I disorder (disorder),Q code group Severe mental illness
3.15907E+15,Moderate mixed bipolar I disorder (disorder),Q code group Severe mental illness
7.78866E+15,Moderately severe depression (disorder),Q code group Severe mental illness
296209016,Mood disorder (disorder),Q code group Severe mental illness
296218019,Mood disorder (disorder),Q code group Severe mental illness
3.24648E+15,Mood disorder (disorder),Q code group Severe mental illness
3.62781E+14,Mood disorder (disorder),Q code group Severe mental illness
3.98851E+14,Mood disorder (disorder),Q code group Severe mental illness
401877014,Mood disorder (disorder),Q code group Severe mental illness
401879012,Mood disorder (disorder),Q code group Severe mental illness
4.73201E+14,Mood disorder (disorder),Q code group Severe mental illness
2.23611E+14,Non-organic psychosis (disorder),Q code group Severe mental illness
2.5461E+13,Non-organic psychosis (disorder),Q code group Severe mental illness
294724012,Non-organic psychosis (disorder),Q code group Severe mental illness
294949018,Non-organic psychosis (disorder),Q code group Severe mental illness
401771016,Non-organic psychosis (disorder),Q code group Severe mental illness
401862018,Non-organic psychosis (disorder),Q code group Severe mental illness
4.12201E+14,Non-organic psychosis (disorder),Q code group Severe mental illness
1.66759E+15,Non-organic psychosis in remission (disorder),Q code group Severe mental illness
8.23254E+15,Non-organic psychosis in remission (disorder),Q code group Severe mental illness
450785011,Oneirophrenia (finding),Q code group Severe mental illness
5.02345E+15,Organic bipolar disorder (disorder),Q code group Severe mental illness
294911017,Paranoia querulans (disorder),Q code group Severe mental illness
2.15851E+14,Paranoid disorder (disorder),Q code group Severe mental illness
2.43361E+14,Paranoid disorder (disorder),Q code group Severe mental illness
294910016,Paranoid disorder (disorder),Q code group Severe mental illness
294912012,Paranoid disorder (disorder),Q code group Severe mental illness
294913019,Paranoid disorder (disorder),Q code group Severe mental illness
4.18231E+14,Paranoid disorder (disorder),Q code group Severe mental illness
4.76439E+15,Paranoid disorder (disorder),Q code group Severe mental illness
8.82331E+14,Paranoid disorder (disorder),Q code group Severe mental illness
107878010,Paranoid schizophrenia (disorder),Q code group Severe mental illness
294754019,Paranoid schizophrenia (disorder),Q code group Severe mental illness
294760019,Paranoid schizophrenia (disorder),Q code group Severe mental illness
3.55573E+15,Paranoid schizophrenia (disorder),Q code group Severe mental illness
4.18221E+14,Paranoid schizophrenia (disorder),Q code group Severe mental illness
4.18261E+14,Paranoid schizophrenia (disorder),Q code group Severe mental illness
105029017,Paranoid schizophrenia in remission (disorder),Q code group Severe mental illness
3.52741E+15,Paranoid schizophrenia in remission (disorder),Q code group Severe mental illness
1.66758E+15,Paranoid state in remission (disorder),Q code group Severe mental illness
8.23252E+15,Paranoid state in remission (disorder),Q code group Severe mental illness
44335019,Paraphrenia (disorder),Q code group Severe mental illness
296066015,Persistent delusional disorder (disorder),Q code group Severe mental illness
3.76501E+14,Persistent delusional disorder (disorder),Q code group Severe mental illness
3.94461E+14,Persistent delusional disorder (disorder),Q code group Severe mental illness
401857019,Persistent delusional disorder (disorder),Q code group Severe mental illness
4.18181E+14,Persistent delusional disorder (disorder),Q code group Severe mental illness
4.19861E+14,Persistent delusional disorder (disorder),Q code group Severe mental illness
4.23041E+14,Post-schizophrenic depression (disorder),Q code group Severe mental illness
5.0239E+15,Post-schizophrenic depression (disorder),Q code group Severe mental illness
294924017,Psychogenic paranoid psychosis (disorder),Q code group Severe mental illness
4.24071E+14,Psychogenic paranoid psychosis (disorder),Q code group Severe mental illness
3.67061E+14,Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder),Q code group Severe mental illness
3.96781E+14,Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder),Q code group Severe mental illness
5.13721E+14,Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder),Q code group Severe mental illness
294933015,Psychosis with origin in childhood (disorder),Q code group Severe mental illness
294942010,Psychosis with origin in childhood (disorder),Q code group Severe mental illness
294945012,Psychosis with origin in childhood (disorder),Q code group Severe mental illness
346955013,Psychosis with origin in childhood (disorder),Q code group Severe mental illness
401772011,Psychosis with origin in childhood (disorder),Q code group Severe mental illness
4.76451E+15,Psychosis with origin in childhood (disorder),Q code group Severe mental illness
4.76453E+15,Psychosis with origin in childhood (disorder),Q code group Severe mental illness
346895011,Psychotic disorder (disorder),Q code group Severe mental illness
3.62734E+15,Psychotic disorder (disorder),Q code group Severe mental illness
4.24231E+14,Psychotic disorder (disorder),Q code group Severe mental illness
294920014,Reactive confusion (disorder),Q code group Severe mental illness
294917018,Reactive depressive psychosis (disorder),Q code group Severe mental illness
294918011,Reactive depressive psychosis (disorder),Q code group Severe mental illness
4.26951E+14,Reactive depressive psychosis (disorder),Q code group Severe mental illness
4.26981E+14,Reactive depressive psychosis (disorder),Q code group Severe mental illness
294926015,Reactive psychoses (disorder),Q code group Severe mental illness
294929010,Reactive psychoses (disorder),Q code group Severe mental illness
346896012,Reactive psychoses (disorder),Q code group Severe mental illness
4.24511E+14,Reactive psychoses (disorder),Q code group Severe mental illness
5.02339E+15,Reactive psychoses (disorder),Q code group Severe mental illness
294844012,Recurrent depression (disorder),Q code group Severe mental illness
296199015,Recurrent depression (disorder),Q code group Severe mental illness
401873013,Recurrent depression (disorder),Q code group Severe mental illness
401876017,Recurrent depression (disorder),Q code group Severe mental illness
4.24631E+14,Recurrent depression (disorder),Q code group Severe mental illness
4.24641E+14,Recurrent depression (disorder),Q code group Severe mental illness
4.24651E+14,Recurrent depression (disorder),Q code group Severe mental illness
2.72975E+15,Recurrent depression with current severe episode and psychotic features (disorder),Q code group Severe mental illness
294843018,Recurrent major depression in full remission (disorder),Q code group Severe mental illness
3.24707E+15,Recurrent major depression in full remission (disorder),Q code group Severe mental illness
3.24708E+15,Recurrent major depression in full remission (disorder),Q code group Severe mental illness
1.82721E+14,Recurrent major depressive episodes (disorder),Q code group Severe mental illness
294836012,Recurrent major depressive episodes (disorder),Q code group Severe mental illness
