medcodeid,term,condition
6.18441E+14,Chronic kidney disease stage 3 without proteinuria (disorder),Q code group Chronic renal disease
8.10426E+15,Chronic kidney disease stage 3 without proteinuria (disorder),Q code group Chronic renal disease
5.57811E+14,Chronic kidney disease stage 3A (disorder),Q code group Chronic renal disease
5.95931E+14,Chronic kidney disease stage 3A with proteinuria (disorder),Q code group Chronic renal disease
6.18451E+14,Chronic kidney disease stage 3A with proteinuria (disorder),Q code group Chronic renal disease
8.1043E+15,Chronic kidney disease stage 3A with proteinuria (disorder),Q code group Chronic renal disease
5.95991E+14,Chronic kidney disease stage 3A without proteinuria (disorder),Q code group Chronic renal disease
6.18461E+14,Chronic kidney disease stage 3A without proteinuria (disorder),Q code group Chronic renal disease
8.10435E+15,Chronic kidney disease stage 3A without proteinuria (disorder),Q code group Chronic renal disease
5.57831E+14,Chronic kidney disease stage 3B (disorder),Q code group Chronic renal disease
5.96051E+14,Chronic kidney disease stage 3B with proteinuria (disorder),Q code group Chronic renal disease
6.18471E+14,Chronic kidney disease stage 3B with proteinuria (disorder),Q code group Chronic renal disease
8.10438E+15,Chronic kidney disease stage 3B with proteinuria (disorder),Q code group Chronic renal disease
5.96131E+14,Chronic kidney disease stage 3B without proteinuria (disorder),Q code group Chronic renal disease
6.18481E+14,Chronic kidney disease stage 3B without proteinuria (disorder),Q code group Chronic renal disease
8.10441E+15,Chronic kidney disease stage 3B without proteinuria (disorder),Q code group Chronic renal disease
9.94431E+14,Chronic kidney disease stage 4,Q code group Chronic renal disease
2767385013,Chronic kidney disease stage 4 (disorder),Q code group Chronic renal disease
3.04091E+14,Chronic kidney disease stage 4 (disorder),Q code group Chronic renal disease
7.14778E+15,Chronic kidney disease stage 4 (disorder),Q code group Chronic renal disease
7.96664E+15,Chronic kidney disease stage 4 associated with type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
7.96665E+15,Chronic kidney disease stage 4 associated with type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
7.96666E+15,Chronic kidney disease stage 4 associated with type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.08708E+15,Chronic kidney disease stage 4 due to benign hypertension (disorder),Q code group Chronic renal disease
8.04066E+15,Chronic kidney disease stage 4 due to hypertension (disorder),Q code group Chronic renal disease
8.02747E+15,Chronic kidney disease stage 4 due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
8.02748E+15,Chronic kidney disease stage 4 due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
5.96191E+14,Chronic kidney disease stage 4 with proteinuria (disorder),Q code group Chronic renal disease
6.18491E+14,Chronic kidney disease stage 4 with proteinuria (disorder),Q code group Chronic renal disease
8.10445E+15,Chronic kidney disease stage 4 with proteinuria (disorder),Q code group Chronic renal disease
5.96261E+14,Chronic kidney disease stage 4 without proteinuria (disorder),Q code group Chronic renal disease
6.18501E+14,Chronic kidney disease stage 4 without proteinuria (disorder),Q code group Chronic renal disease
8.10448E+15,Chronic kidney disease stage 4 without proteinuria (disorder),Q code group Chronic renal disease
9.94441E+14,Chronic kidney disease stage 5,Q code group Chronic renal disease
2767154014,Chronic kidney disease stage 5 (disorder),Q code group Chronic renal disease
3.04111E+14,Chronic kidney disease stage 5 (disorder),Q code group Chronic renal disease
7.17485E+15,Chronic kidney disease stage 5 (disorder),Q code group Chronic renal disease
7.96661E+15,Chronic kidney disease stage 5 associated with type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
7.96662E+15,Chronic kidney disease stage 5 associated with type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
7.96663E+15,Chronic kidney disease stage 5 associated with type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.08709E+15,Chronic kidney disease stage 5 due to benign hypertension (disorder),Q code group Chronic renal disease
8.04067E+15,Chronic kidney disease stage 5 due to hypertension (disorder),Q code group Chronic renal disease
8.02749E+15,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
8.0275E+15,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
7.71489E+15,Chronic kidney disease stage 5 on dialysis (disorder),Q code group Chronic renal disease
7.7149E+15,Chronic kidney disease stage 5 on dialysis (disorder),Q code group Chronic renal disease
7.71491E+15,Chronic kidney disease stage 5 on dialysis (disorder),Q code group Chronic renal disease
5.96321E+14,Chronic kidney disease stage 5 with proteinuria (disorder),Q code group Chronic renal disease
6.18511E+14,Chronic kidney disease stage 5 with proteinuria (disorder),Q code group Chronic renal disease
8.10451E+15,Chronic kidney disease stage 5 with proteinuria (disorder),Q code group Chronic renal disease
7.71492E+15,Chronic kidney disease stage 5 with transplant (disorder),Q code group Chronic renal disease
7.71493E+15,Chronic kidney disease stage 5 with transplant (disorder),Q code group Chronic renal disease
7.71494E+15,Chronic kidney disease stage 5 with transplant (disorder),Q code group Chronic renal disease
5.96401E+14,Chronic kidney disease stage 5 without proteinuria (disorder),Q code group Chronic renal disease
6.18521E+14,Chronic kidney disease stage 5 without proteinuria (disorder),Q code group Chronic renal disease
8.10455E+15,Chronic kidney disease stage 5 without proteinuria (disorder),Q code group Chronic renal disease
1.94062E+15,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1 (disorder),Q code group Chronic renal disease
8.34588E+15,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1 (disorder),Q code group Chronic renal disease
1.94063E+15,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2 (disorder),Q code group Chronic renal disease
8.3459E+15,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2 (disorder),Q code group Chronic renal disease
1.94064E+15,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3 (disorder),Q code group Chronic renal disease
8.34593E+15,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3 (disorder),Q code group Chronic renal disease
1.94065E+15,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1 (disorder),Q code group Chronic renal disease
8.346E+15,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1 (disorder),Q code group Chronic renal disease
1.94066E+15,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2 (disorder),Q code group Chronic renal disease
8.34602E+15,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2 (disorder),Q code group Chronic renal disease
1.94067E+15,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3 (disorder),Q code group Chronic renal disease
8.34604E+15,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3 (disorder),Q code group Chronic renal disease
1.9405E+15,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1 (disorder),Q code group Chronic renal disease
8.3461E+15,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1 (disorder),Q code group Chronic renal disease
1.94051E+15,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2 (disorder),Q code group Chronic renal disease
8.34612E+15,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2 (disorder),Q code group Chronic renal disease
1.94052E+15,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3 (disorder),Q code group Chronic renal disease
8.34615E+15,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3 (disorder),Q code group Chronic renal disease
1.94053E+15,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1 (disorder),Q code group Chronic renal disease
8.34617E+15,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1 (disorder),Q code group Chronic renal disease
1.94054E+15,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2 (disorder),Q code group Chronic renal disease
8.3462E+15,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2 (disorder),Q code group Chronic renal disease
1.94055E+15,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3 (disorder),Q code group Chronic renal disease
8.34622E+15,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3 (disorder),Q code group Chronic renal disease
1.27045E+16,Chronic mesangial proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
354347017,Chronic mesangial proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
354349019,Chronic mesangial proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
4.78849E+15,Chronic mesangial proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
5.53181E+14,Chronic mesangial proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
5.56211E+14,Chronic mesangial proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
304004016,Chronic nephritic syndrome (disorder),Q code group Chronic renal disease
6.77941E+14,Chronic nephritic syndrome (disorder),Q code group Chronic renal disease
8.1205E+15,Chronic nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
5.55381E+14,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis (disorder)",Q code group Chronic renal disease
5.53191E+14,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)",Q code group Chronic renal disease
5.55371E+14,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)",Q code group Chronic renal disease
354330018,Chronic obstructive pyelonephritis (disorder),Q code group Chronic renal disease
304062019,Chronic pyelitis (disorder),Q code group Chronic renal disease
105227013,Chronic pyelonephritis (disorder),Q code group Chronic renal disease
304067013,Chronic pyelonephritis (disorder),Q code group Chronic renal disease
3.52946E+15,Chronic pyelonephritis (disorder),Q code group Chronic renal disease
304061014,Chronic pyelonephritis with medullary necrosis (disorder),Q code group Chronic renal disease
304060010,Chronic pyelonephritis without medullary necrosis (disorder),Q code group Chronic renal disease
304063012,Chronic pyonephrosis (disorder),Q code group Chronic renal disease
305192017,Chronic renal failure syndrome (disorder),Q code group Chronic renal disease
3.97381E+15,Chronic renal failure syndrome (disorder),Q code group Chronic renal disease
3.97383E+15,Chronic renal failure syndrome (disorder),Q code group Chronic renal disease
3.97384E+15,Chronic renal failure syndrome (disorder),Q code group Chronic renal disease
509108014,Chronic renal failure syndrome (disorder),Q code group Chronic renal disease
509111010,Chronic renal failure syndrome (disorder),Q code group Chronic renal disease
303843012,Congenital nephrotic syndrome (disorder),Q code group Chronic renal disease
3.28969E+15,Congenital nephrotic syndrome (disorder),Q code group Chronic renal disease
81307015,Congenital nephrotic syndrome (disorder),Q code group Chronic renal disease
7.09652E+15,Dependence on hemodialysis due to end stage renal disease (finding),Q code group Chronic renal disease
7.09653E+15,Dependence on hemodialysis due to end stage renal disease (finding),Q code group Chronic renal disease
7.09585E+15,Dependence on peritoneal dialysis due to end stage renal disease (finding),Q code group Chronic renal disease
2.55789E+15,Diffuse endocapillary proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
4.30091E+14,Diffuse endocapillary proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
8.1251E+13,Diffuse endocapillary proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
4.35551E+15,Diffuse pyelonephritis (disorder),Q code group Chronic renal disease
7.69149E+15,End stage renal disease due to benign hypertension (disorder),Q code group Chronic renal disease
7.6915E+15,End stage renal disease due to benign hypertension (disorder),Q code group Chronic renal disease
8.03525E+15,End stage renal disease due to hypertension (disorder),Q code group Chronic renal disease
8.03526E+15,End stage renal disease due to hypertension (disorder),Q code group Chronic renal disease
8.048E+15,End stage renal disease on dialysis due to hypertension on (disorder),Q code group Chronic renal disease
8.02751E+15,End stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
8.02753E+15,End stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
1.19246E+16,End-stage renal disease (disorder),Q code group Chronic renal disease
1.27045E+16,End-stage renal disease (disorder),Q code group Chronic renal disease
2.15521E+14,End-stage renal disease (disorder),Q code group Chronic renal disease
3.24584E+15,End-stage renal disease (disorder),Q code group Chronic renal disease
3.24585E+15,End-stage renal disease (disorder),Q code group Chronic renal disease
3.24586E+15,End-stage renal disease (disorder),Q code group Chronic renal disease
3.24587E+15,End-stage renal disease (disorder),Q code group Chronic renal disease
3.24588E+15,End-stage renal disease (disorder),Q code group Chronic renal disease
6.41471E+14,End-stage renal disease (disorder),Q code group Chronic renal disease
6.41491E+14,End-stage renal disease (disorder),Q code group Chronic renal disease
7.29057E+15,Erythropoietin resistance in anemia of chronic kidney disease (disorder),Q code group Chronic renal disease
7.29058E+15,Erythropoietin resistance in anemia of chronic kidney disease (disorder),Q code group Chronic renal disease
272389014,Exploration of renal transplant (procedure),Q code group Chronic renal disease
4.66945E+15,Exploration of renal transplant (procedure),Q code group Chronic renal disease
400871016,Fibrocystic kidney disease (disorder),Q code group Chronic renal disease
303842019,Finnish congenital nephrotic syndrome (disorder),Q code group Chronic renal disease
4.78837E+15,Finnish congenital nephrotic syndrome (disorder),Q code group Chronic renal disease
7.03481E+14,Finnish congenital nephrotic syndrome (disorder),Q code group Chronic renal disease
7.10221E+14,Finnish congenital nephrotic syndrome (disorder),Q code group Chronic renal disease
7.76814E+15,Genetic steroid-resistant nephrotic syndrome (disorder),Q code group Chronic renal disease
303907019,Glomerulonephritis (disorder),Q code group Chronic renal disease
3.08289E+15,Glomerulonephritis (disorder),Q code group Chronic renal disease
7.63111E+14,Glomerulonephritis (disorder),Q code group Chronic renal disease
3331116019,Glomerulonephritis co-occurrent and due to antineutrophil cytoplasmic antibody positive vasculitis (disorder),Q code group Chronic renal disease
3541411013,Glomerulonephritis co-occurrent and due to antineutrophil cytoplasmic antibody positive vasculitis (disorder),Q code group Chronic renal disease
7.04458E+15,Glomerulonephritis due to diabetes mellitus (disorder),Q code group Chronic renal disease
7.07565E+15,Glomerulonephritis due to granulomatosis with polyangiitis (disorder),Q code group Chronic renal disease
7.07566E+15,Glomerulonephritis due to granulomatosis with polyangiitis (disorder),Q code group Chronic renal disease
8.12057E+15,Hereditary nephropathy co-occurrent with membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
411547015,History of kidney disease (situation),Q code group Chronic renal disease
5.5745E+15,History of kidney disease (situation),Q code group Chronic renal disease
5.57451E+15,History of kidney disease (situation),Q code group Chronic renal disease
8.11521E+14,History of kidney disease (situation),Q code group Chronic renal disease
8.02725E+15,History of nephrotic syndrome (situation),Q code group Chronic renal disease
7.59368E+15,Hypertension concurrent and due to end stage renal disease on dialysis (disorder),Q code group Chronic renal disease
8.04034E+15,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
8.04033E+15,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.0224E+15,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
8.02241E+15,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
8.04406E+15,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.04407E+15,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.04404E+15,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.04405E+15,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.04401E+15,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
8.04402E+15,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
7.09048E+15,Hypertension secondary to kidney transplant (disorder),Q code group Chronic renal disease
8.03039E+15,Hypertensive heart AND chronic kidney disease on dialysis (disorder),Q code group Chronic renal disease
8.03043E+15,Hypertensive heart AND chronic kidney disease stage 3 (disorder),Q code group Chronic renal disease
8.03042E+15,Hypertensive heart AND chronic kidney disease stage 4 (disorder),Q code group Chronic renal disease
8.03041E+15,Hypertensive heart AND chronic kidney disease stage 5 (disorder),Q code group Chronic renal disease
7.99003E+15,Hypertensive heart and chronic kidney disease (disorder),Q code group Chronic renal disease
1.17774E+16,Hypertensive renal disease (disorder),Q code group Chronic renal disease
3.11966E+15,Hypertensive renal disease (disorder),Q code group Chronic renal disease
395753015,Hypertensive renal disease (disorder),Q code group Chronic renal disease
47076011,Hypertensive renal disease (disorder),Q code group Chronic renal disease
54939014,Hypertensive renal disease (disorder),Q code group Chronic renal disease
64282015,Hypertensive renal disease (disorder),Q code group Chronic renal disease
7.5131E+15,Hypertensive renal disease with end stage renal failure (disorder),Q code group Chronic renal disease
1.19261E+16,Hypertensive renal disease with renal failure (disorder),Q code group Chronic renal disease
8.12055E+15,Isolated proteinuria co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
8.12056E+15,Isolated proteinuria co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
303902013,Kidney disease (disorder),Q code group Chronic renal disease
303903015,Kidney disease (disorder),Q code group Chronic renal disease
303906011,Kidney disease (disorder),Q code group Chronic renal disease
304056012,Kidney disease (disorder),Q code group Chronic renal disease
304058013,Kidney disease (disorder),Q code group Chronic renal disease
354317019,Kidney disease (disorder),Q code group Chronic renal disease
354320010,Kidney disease (disorder),Q code group Chronic renal disease
3.97416E+15,Kidney disease (disorder),Q code group Chronic renal disease
3.97418E+15,Kidney disease (disorder),Q code group Chronic renal disease
3.97419E+15,Kidney disease (disorder),Q code group Chronic renal disease
3.9742E+15,Kidney disease (disorder),Q code group Chronic renal disease
3.97421E+15,Kidney disease (disorder),Q code group Chronic renal disease
6.78061E+14,Kidney disease (disorder),Q code group Chronic renal disease
6.78081E+14,Kidney disease (disorder),Q code group Chronic renal disease
324973015,Kidney transplant failure and rejection (disorder),Q code group Chronic renal disease
9.88961E+14,Kidney transplant failure and rejection (disorder),Q code group Chronic renal disease
7.78558E+15,Kidney transplant recipient (finding),Q code group Chronic renal disease
8.08769E+15,Malignant hypertensive chronic kidney disease stage 3 (disorder),Q code group Chronic renal disease
8.0877E+15,Malignant hypertensive chronic kidney disease stage 4 (disorder),Q code group Chronic renal disease
8.04797E+15,Malignant hypertensive chronic kidney disease stage 5 (disorder),Q code group Chronic renal disease
108730018,Malignant hypertensive renal disease (disorder),Q code group Chronic renal disease
303875010,Membranous glomerulonephritis (disorder),Q code group Chronic renal disease
3.75526E+15,Membranous glomerulonephritis (disorder),Q code group Chronic renal disease
5.53201E+14,Membranous glomerulonephritis (disorder),Q code group Chronic renal disease
5.55201E+14,Membranous glomerulonephritis (disorder),Q code group Chronic renal disease
5.09383E+15,Membranous glomerulonephritis - stage I (disorder),Q code group Chronic renal disease
5.09384E+15,Membranous glomerulonephritis - stage I (disorder),Q code group Chronic renal disease
5.09385E+15,Membranous glomerulonephritis - stage II (disorder),Q code group Chronic renal disease
5.09386E+15,Membranous glomerulonephritis - stage II (disorder),Q code group Chronic renal disease
5.09387E+15,Membranous glomerulonephritis - stage III (disorder),Q code group Chronic renal disease
5.09388E+15,Membranous glomerulonephritis - stage III (disorder),Q code group Chronic renal disease
5.09389E+15,Membranous glomerulonephritis - stage IV (disorder),Q code group Chronic renal disease
5.0939E+15,Membranous glomerulonephritis - stage IV (disorder),Q code group Chronic renal disease
5.09391E+15,Membranous glomerulonephritis stage V (disorder),Q code group Chronic renal disease
5.09392E+15,Membranous glomerulonephritis stage V (disorder),Q code group Chronic renal disease
354380012,Mesangiocapillary glomerulonephritis (disorder),Q code group Chronic renal disease
3.80654E+15,Mesangiocapillary glomerulonephritis (disorder),Q code group Chronic renal disease
3.80655E+15,Mesangiocapillary glomerulonephritis (disorder),Q code group Chronic renal disease
3.80656E+15,Mesangiocapillary glomerulonephritis (disorder),Q code group Chronic renal disease
5.55191E+14,Mesangiocapillary glomerulonephritis (disorder),Q code group Chronic renal disease
3.42784E+15,Microcystic renal disease (disorder),Q code group Chronic renal disease
3.22231E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22232E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22234E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22235E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22236E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22237E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22238E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22239E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.2224E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22241E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22242E+15,Minimal change disease (disorder),Q code group Chronic renal disease
3.22243E+15,Minimal change disease (disorder),Q code group Chronic renal disease
74720014,Minimal change disease (disorder),Q code group Chronic renal disease
7.76192E+15,Multi-drug resistant nephrotic syndrome (disorder),Q code group Chronic renal disease
4.06384E+15,Mycoplasmal pyelonephritis (disorder),Q code group Chronic renal disease
8.12054E+15,Nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
1.27171E+16,"Nephritis, nephrosis and nephrotic syndrome (disorder)",Q code group Chronic renal disease
303806010,"Nephritis, nephrosis and nephrotic syndrome (disorder)",Q code group Chronic renal disease
8.86611E+14,"Nephritis, nephrosis and nephrotic syndrome (disorder)",Q code group Chronic renal disease
303854019,Nephrotic syndrome (disorder),Q code group Chronic renal disease
303855018,Nephrotic syndrome (disorder),Q code group Chronic renal disease
3.34709E+15,Nephrotic syndrome (disorder),Q code group Chronic renal disease
86957016,Nephrotic syndrome (disorder),Q code group Chronic renal disease
303844018,Nephrotic syndrome associated with another disorder (disorder),Q code group Chronic renal disease
303853013,Nephrotic syndrome associated with another disorder (disorder),Q code group Chronic renal disease
8.12052E+15,Nephrotic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
8.12053E+15,Nephrotic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
8.09115E+15,Nephrotic syndrome co-occurrent and due to systemic lupus erythematosus (disorder),Q code group Chronic renal disease
7.70794E+15,Nephrotic syndrome co-occurrent with human immunodeficiency virus infection (disorder),Q code group Chronic renal disease
