medcodeid,term,condition
3.78169E+15,Essential hypertension complicating AND/OR reason for care during pregnancy (disorder),Q code group Hypertension 
2.65765E+15,Essential hypertension complicating AND/OR reason for care during puerperium (disorder),Q code group Hypertension 
3.67169E+15,Essential hypertension in obstetric context (disorder),Q code group Hypertension 
4.35609E+15,Goldblatt hypertension (disorder),Q code group Hypertension 
2.81398E+15,High-renin essential hypertension (disorder),Q code group Hypertension 
7.08038E+15,Hypertension associated with transplantation (disorder),Q code group Hypertension 
299684015,Hypertension caused by drug (disorder),Q code group Hypertension 
4.77586E+15,Hypertension caused by drug (disorder),Q code group Hypertension 
262960017,Hypertension caused by oral contraceptive pill (disorder),Q code group Hypertension 
4.62322E+15,Hypertension caused by oral contraceptive pill (disorder),Q code group Hypertension 
7.59368E+15,Hypertension concurrent and due to end stage renal disease on dialysis (disorder),Q code group Hypertension 
8.04034E+15,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),Q code group Hypertension 
8.04033E+15,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.11891E+15,Hypertension due to compression of renal parenchyma (disorder),Q code group Hypertension 
8.11892E+15,Hypertension due to compression of renal parenchyma (disorder),Q code group Hypertension 
1.20498E+16,Hypertension due to gain-of-function mutation in mineralocorticoid receptor (disorder),Q code group Hypertension 
1.20498E+16,Hypertension due to gain-of-function mutation in mineralocorticoid receptor (disorder),Q code group Hypertension 
1.20498E+16,Hypertension due to gain-of-function mutation in mineralocorticoid receptor (disorder),Q code group Hypertension 
8.0224E+15,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder),Q code group Hypertension 
8.02241E+15,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder),Q code group Hypertension 
8.02236E+15,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.02237E+15,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04408E+15,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04409E+15,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04406E+15,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04407E+15,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04404E+15,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04405E+15,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04401E+15,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
8.04402E+15,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),Q code group Hypertension 
2.19397E+15,Hypertension resistant to drug therapy (disorder),Q code group Hypertension 
8.28632E+15,Hypertension resistant to drug therapy (disorder),Q code group Hypertension 
299681011,Hypertension secondary to endocrine disorder (disorder),Q code group Hypertension 
4.77583E+15,Hypertension secondary to endocrine disorder (disorder),Q code group Hypertension 
7.09048E+15,Hypertension secondary to kidney transplant (disorder),Q code group Hypertension 
2.91719E+15,Hypertension secondary to renal disease complicating AND/OR reason for care during childbirth (disorder),Q code group Hypertension 
3.28569E+15,Hypertension secondary to renal disease complicating AND/OR reason for care during pregnancy (disorder),Q code group Hypertension 
3.13907E+15,Hypertension secondary to renal disease complicating AND/OR reason for care during puerperium (disorder),Q code group Hypertension 
4.19572E+15,Hypertension secondary to renal disease in obstetric context (disorder),Q code group Hypertension 
6.59216E+15,Hypertension with albuminuria (disorder),Q code group Hypertension 
7.60971E+15,Hypertensive crisis (disorder),Q code group Hypertension 
299686018,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
299687010,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
300869017,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11741E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11742E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11743E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11745E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11746E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11747E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11748E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11749E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.1175E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11751E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
3.11752E+15,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
5.23801E+14,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
64168014,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
7.90121E+14,"Hypertensive disorder, systemic arterial (disorder)",Q code group Hypertension 
8.0417E+15,Hypertensive emergency (disorder),Q code group Hypertension 
7.27817E+15,Hypertensive urgency (disorder),Q code group Hypertension 
3.56537E+15,Labile diastolic hypertension (disorder),Q code group Hypertension 
6.34946E+15,Labile essential hypertension (disorder),Q code group Hypertension 
9.89751E+15,Labile systemic arterial hypertension (disorder),Q code group Hypertension 
3.2508E+15,Low-renin essential hypertension (disorder),Q code group Hypertension 
131046010,Malignant essential hypertension (disorder),Q code group Hypertension 
3.78437E+15,Malignant essential hypertension (disorder),Q code group Hypertension 
8.84121E+14,Malignant essential hypertension (disorder),Q code group Hypertension 
3.6428E+15,Malignant hypertension (disorder),Q code group Hypertension 
2.66804E+15,Malignant hypertension complicating AND/OR reason for care during childbirth (disorder),Q code group Hypertension 
2.97035E+15,Malignant hypertension complicating AND/OR reason for care during pregnancy (disorder),Q code group Hypertension 
2.87951E+15,Malignant hypertension complicating AND/OR reason for care during puerperium (disorder),Q code group Hypertension 
3.82748E+15,Malignant hypertension in obstetric context (disorder),Q code group Hypertension 
1.51161E+14,Malignant secondary hypertension (disorder),Q code group Hypertension 
299677011,Malignant secondary hypertension (disorder),Q code group Hypertension 
3.95063E+15,Malignant secondary hypertension (disorder),Q code group Hypertension 
1780318013,Moderate hypertension control (finding),Q code group Hypertension 
8.29868E+15,Nocturnal hypertension (disorder),Q code group Hypertension 
3.43738E+15,Parenchymal renal hypertension (disorder),Q code group Hypertension 
8.01654E+15,Postpartum pre-existing essential hypertension (disorder),Q code group Hypertension 
8.01655E+15,Postpartum pre-existing essential hypertension (disorder),Q code group Hypertension 
3.59586E+15,Pre-eclampsia added to pre-existing hypertension (disorder),Q code group Hypertension 
3.59587E+15,Pre-eclampsia added to pre-existing hypertension (disorder),Q code group Hypertension 
3.59588E+15,Pre-eclampsia added to pre-existing hypertension (disorder),Q code group Hypertension 
3.59589E+15,Pre-eclampsia added to pre-existing hypertension (disorder),Q code group Hypertension 
3.5959E+15,Pre-eclampsia added to pre-existing hypertension (disorder),Q code group Hypertension 
2.12961E+14,Pre-eclampsia or eclampsia with pre-existing hypertension (disorder),Q code group Hypertension 
2.13011E+14,Pre-eclampsia or eclampsia with pre-existing hypertension (disorder),Q code group Hypertension 
305818015,Pre-eclampsia or eclampsia with pre-existing hypertension (disorder),Q code group Hypertension 
2.12991E+14,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered (disorder),Q code group Hypertension 
2.12981E+14,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication (disorder),Q code group Hypertension 
2.13001E+14,Pre-eclampsia or eclampsia with pre-existing hypertension - not delivered (disorder),Q code group Hypertension 
2.12971E+14,Pre-eclampsia or eclampsia with pre-existing hypertension with postnatal complication (disorder),Q code group Hypertension 
3.05853E+15,Pre-existing hypertension complicating AND/OR reason for care during childbirth (disorder),Q code group Hypertension 
3.56342E+15,Pre-existing hypertension complicating AND/OR reason for care during pregnancy (disorder),Q code group Hypertension 
3.00621E+15,Pre-existing hypertension complicating AND/OR reason for care during puerperium (disorder),Q code group Hypertension 
2.13111E+14,"Pre-existing hypertension complicating pregnancy, childbirth and puerperium (disorder)",Q code group Hypertension 
1.9411E+13,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
1.9421E+13,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
1.9431E+13,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
1.9441E+13,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
1.9451E+13,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
305764016,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
3.8986E+15,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
3.89861E+15,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
3.9871E+13,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
5.04801E+14,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
5.04811E+14,Pre-existing hypertension in obstetric context (disorder),Q code group Hypertension 
8.03716E+15,Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy (disorder),Q code group Hypertension 
8.03717E+15,Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy (disorder),Q code group Hypertension 
9.32529E+15,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth (disorder),Q code group Hypertension 
9.3253E+15,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth (disorder),Q code group Hypertension 
2.13101E+14,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium (disorder)",Q code group Hypertension 
2.13081E+14,"Pre-existing secondary hypertension complicating pregnancy, childbirth and puerperium (disorder)",Q code group Hypertension 
3.86803E+15,Rebound hypertension (disorder),Q code group Hypertension 
3.12804E+15,Renal arterial hypertension (disorder),Q code group Hypertension 
2.95123E+15,Renal hypertension (disorder),Q code group Hypertension 
1.76961E+14,"Renal hypertension complicating pregnancy, childbirth and the puerperium (disorder)",Q code group Hypertension 
1.76971E+14,"Renal hypertension complicating pregnancy, childbirth and the puerperium (disorder)",Q code group Hypertension 
1.76981E+14,"Renal hypertension complicating pregnancy, childbirth and the puerperium (disorder)",Q code group Hypertension 
1.76951E+14,"Renal hypertension complicating pregnancy, childbirth and the puerperium - delivered (disorder)",Q code group Hypertension 
1.76931E+14,"Renal hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication (disorder)",Q code group Hypertension 
1.76941E+14,"Renal hypertension complicating pregnancy, childbirth and the puerperium - not delivered (disorder)",Q code group Hypertension 
1.76921E+14,"Renal hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication (disorder)",Q code group Hypertension 
2.73725E+15,Renal sclerosis with hypertension (disorder),Q code group Hypertension 
299683014,Renovascular hypertension (disorder),Q code group Hypertension 
4.35608E+15,Renovascular hypertension (disorder),Q code group Hypertension 
299678018,Secondary benign hypertension (disorder),Q code group Hypertension 
299680012,Secondary benign hypertension (disorder),Q code group Hypertension 
3.71019E+15,Secondary diastolic hypertension (disorder),Q code group Hypertension 
1.58241E+14,Secondary hypertension (disorder),Q code group Hypertension 
299682016,Secondary hypertension (disorder),Q code group Hypertension 
300870016,Secondary hypertension (disorder),Q code group Hypertension 
300871017,Secondary hypertension (disorder),Q code group Hypertension 
53452019,Secondary hypertension (disorder),Q code group Hypertension 
299676019,Secondary malignant renovascular hypertension (disorder),Q code group Hypertension 
4.77579E+15,Secondary malignant renovascular hypertension (disorder),Q code group Hypertension 
1.80614E+15,Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
1.84696E+15,Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
2.19302E+15,Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
1.80607E+15,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
1.84694E+15,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
2.19303E+15,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
1.90872E+15,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) with evidence of end organ damage (disorder),Q code group Hypertension 
1.90871E+15,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) without evidence of end organ damage (disorder),Q code group Hypertension 
1.80608E+15,Stage 2 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
1.84699E+15,Stage 2 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
8.28658E+15,Stage 2 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),Q code group Hypertension 
7.69603E+15,Supine hypertension (disorder),Q code group Hypertension 
3.47E+15,Sustained diastolic hypertension (disorder),Q code group Hypertension 
7.10358E+15,Systolic essential hypertension (disorder),Q code group Hypertension 
93494011,Systolic hypertension (disorder),Q code group Hypertension 
8.18073E+15,[X]Hypertensive diseases (disorder),Q code group Hypertension 
